1600 6162
396 435 15.54
165 206 6.47
1153 1194 45.27
1549 1590 60.81
1297 1336 50.89
356 395 13.97
696 737 27.32
483 524 18.95
1096 1097 42.99
1339 1340 52.53
930 970 36.49
754 794 29.60
187 228 7.35
39 40 1.52
446 487 17.50
1019 1020 39.97
1542 1543 60.50
1120 1160 43.96
418 457 16.39
943 984 37.02
1493 1533 58.59
750 791 29.45
631 670 24.76
199 200 7.80
1174 1215 46.08
336 375 13.17
210 249 8.22
463 503 18.17
410 450 16.08
571 572 22.38
892 932 35.00
250 290 9.80
794 835 31.18
144 145 5.63
1151 1152 45.16
648 687 25.41
1390 1431 54.57
30 31 1.16
1281 1282 50.25
991 1030 38.89
321 322 12.57
998 1037 39.17
1294 1334 50.78
693 734 27.20
690 691 27.05
1024 1065 40.20
558 559 21.89
698 738 27.39
496 535 19.45
1335 1376 52.40
173 213 6.78
625 665 24.53
266 306 10.44
1141 1181 44.78
1156 1195 45.37
616 657 24.18
696 697 27.29
1486 1487 58.29
1460 1461 57.28
252 293 9.89
659 660 25.84
37 76 1.45
1082 1122 42.45
466 505 18.28
1237 1278 48.57
1005 1046 39.44
1426 1467 55.98
274 315 10.77
712 752 27.95
163 203 6.38
256 297 10.05
52 92 2.03
283 324 11.10
1538 1579 60.37
1054 1093 41.35
760 799 29.82
402 442 15.76
1464 1504 57.46
1182 1223 46.40
1539 1579 60.40
1079 1120 42.37
522 561 20.46
612 652 24.01
931 932 36.51
556 596 21.83
592 593 23.22
765 766 29.99
119 160 4.69
1323 1363 51.91
1186 1227 46.56
33 73 1.30
1078 1119 42.33
1267 1308 49.74
147 148 5.75
88 89 3.42
1371 1411 53.80
969 1009 38.02
757 797 29.72
1055 1096 41.41
254 294 9.96
324 325 12.68
1351 1392 53.04
1387 1428 54.45
1274 1275 49.99
409 450 16.05
445 446 17.43
977 978 38.32
343 384 13.47
407 447 15.96
22 23 0.84
1534 1535 60.18
1046 1047 41.02
726 765 28.47
784 823 30.76
362 402 14.19
362 363 14.17
783 822 30.72
1108 1149 43.50
1537 1578 60.33
315 356 12.38
1105 1146 43.38
770 811 30.22
672 713 26.39
367 407 14.39
1073 1113 42.12
280 319 10.98
300 341 11.78
771 772 30.23
402 441 15.75
758 797 29.75
113 152 4.43
1377 1417 54.04
1412 1451 55.40
1409 1410 55.27
856 895 33.58
921 961 36.13
1204 1243 47.23
669 670 26.24
1263 1304 49.58
442 482 17.33
1173 1214 46.04
1131 1172 44.39
28 69 1.11
622 663 24.42
1099 1140 43.14
530 570 20.79
1049 1090 41.17
150 190 5.89
910 949 35.71
1246 1286 48.89
426 465 16.71
788 828 30.93
1172 1212 45.99
747 748 29.30
1495 1535 58.67
879 880 34.49
1222 1261 47.95
459 500 18.02
1132 1133 44.40
1316 1317 51.64
786 827 30.86
317 318 12.43
382 423 15.00
584 624 22.92
966 1005 37.89
734 735 28.78
1519 1558 59.62
1158 1197 45.45
10 51 0.39
1419 1458 55.68
470 511 18.46
379 420 14.88
612 613 23.99
113 154 4.45
164 165 6.40
262 302 10.28
306 307 11.99
457 496 17.92
1252 1292 49.13
1447 1486 56.77
690 731 27.08
811 852 31.83
493 533 19.34
962 1001 37.73
1445 1486 56.71
470 509 18.44
391 430 15.34
1013 1014 39.73
1487 1528 58.36
1068 1109 41.93
208 247 8.14
81 82 3.15
1501 1502 58.89
79 119 3.11
139 180 5.46
1348 1349 52.89
396 436 15.55
792 833 31.10
1314 1354 51.58
1592 1593 61.55
1014 1053 39.78
1033 1073 40.55
1070 1109 41.99
1055 1094 41.39
1484 1525 58.24
1141 1180 44.77
522 563 20.48
1006 1047 39.48
1596 1597 61.59
248 287 9.71
1416 1417 55.55
529 568 20.74
1531 1532 60.06
913 953 35.84
585 626 22.97
64 104 2.51
214 215 8.37
237 277 9.31
156 157 6.11
339 379 13.30
323 362 12.65
673 713 26.42
1121 1161 43.98
39 79 1.54
909 948 35.67
508 547 19.93
1086 1126 42.61
1121 1122 43.97
542 581 21.26
31 32 1.20
1353 1392 53.10
643 683 25.22
662 701 25.97
947 986 37.16
1336 1377 52.44
408 448 16.00
470 510 18.45
642 682 25.18
1222 1223 47.94
879 920 34.52
352 393 13.83
476 515 18.68
744 745 29.18
1556 1597 61.09
1529 1568 59.99
366 405 14.34
396 437 15.56
666 667 26.12
1423 1463 55.85
762 763 29.87
630 670 24.73
46 87 1.80
590 629 23.15
1508 1547 59.18
272 312 10.68
771 812 30.26
291 330 11.40
692 693 27.13
295 335 11.57
303 304 11.87
956 995 37.52
1113 1152 43.68
870 910 34.15
346 385 13.57
1378 1379 54.06
1345 1386 52.80
776 817 30.46
791 831 31.05
1525 1526 59.82
1223 1262 47.99
806 807 31.60
871 872 34.17
665 706 26.11
694 733 27.22
761 801 29.85
1380 1419 54.15
60 100 2.35
561 562 21.99
1143 1182 44.85
1191 1232 46.76
272 273 10.66
291 331 11.41
587 588 23.02
1068 1107 41.91
57 98 2.24
1161 1162 45.54
778 817 30.52
431 432 16.90
75 114 2.94
406 407 15.90
1278 1319 50.18
542 543 21.25
1548 1588 60.76
307 308 12.03
325 364 12.73
1251 1290 49.08
331 372 12.99
675 716 26.51
1135 1136 44.52
1389 1430 54.53
135 174 5.28
104 145 4.09
97 98 3.78
1390 1430 54.56
507 508 19.88
673 674 26.40
531 532 20.81
97 136 3.79
1174 1175 46.05
526 566 20.63
623 663 24.45
583 623 22.88
1397 1437 54.84
526 567 20.64
1394 1434 54.72
813 814 31.88
479 519 18.81
817 818 32.04
397 438 15.60
312 313 12.23
481 482 18.85
904 945 35.49
1595 1596 61.58
1188 1189 46.61
166 207 6.51
799 840 31.38
1471 1510 57.73
1563 1564 61.26
887 927 34.80
858 899 33.68
843 882 33.06
351 392 13.79
393 394 15.41
1292 1333 50.71
692 732 27.15
315 355 12.37
631 632 24.75
1489 1530 58.44
417 456 16.35
1070 1110 42.00
424 425 16.62
1520 1559 59.65
1023 1064 40.16
1030 1070 40.43
117 158 4.61
868 869 34.05
280 320 10.99
1314 1353 51.57
1453 1454 57.00
1298 1337 50.93
322 361 12.61
261 302 10.25
604 645 23.70
1103 1142 43.28
674 675 26.44
502 543 19.71
508 549 19.95
1213 1214 47.58
1111 1151 43.61
1102 1103 43.23
586 627 23.01
1220 1221 47.86
1236 1275 48.51
777 817 30.49
414 454 16.24
906 907 35.54
554 594 21.75
1287 1328 50.51
1568 1569 61.31
1129 1169 44.30
726 766 28.48
60 101 2.36
751 792 29.49
1229 1269 48.24
1386 1426 54.40
802 841 31.45
871 911 34.19
742 781 29.11
1554 1595 61.01
487 528 19.11
1415 1455 55.53
4 5 0.12
1093 1132 42.88
1295 1335 50.82
1460 1501 57.31
96 137 3.77
1360 1399 53.37
217 257 8.51
173 174 6.76
613 654 24.06
829 869 32.54
935 936 36.67
926 966 36.33
1209 1249 47.44
178 218 6.98
1194 1235 46.88
1164 1204 45.67
189 229 7.42
195 235 7.66
1509 1510 59.21
617 657 24.21
1518 1557 59.58
1076 1117 42.25
5 46 0.19
1227 1268 48.17
1504 1505 59.01
465 506 18.26
658 697 25.81
476 516 18.69
263 302 10.31
1365 1405 53.56
87 128 3.41
508 548 19.94
1048 1088 41.12
156 196 6.13
880 919 34.53
1140 1180 44.74
1029 1068 40.38
1450 1489 56.89
1139 1140 44.68
255 295 10.00
558 599 21.92
178 217 6.97
729 768 28.59
1468 1509 57.63
107 148 4.21
544 545 21.33
236 277 9.28
273 274 10.70
532 572 20.87
1114 1155 43.74
657 697 25.78
1245 1284 48.84
35 75 1.38
321 361 12.58
1081 1122 42.42
938 939 36.79
476 517 18.70
846 887 33.20
1123 1164 44.07
519 560 20.39
443 444 17.35
47 48 1.81
1501 1541 58.91
1319 1359 51.78
946 985 37.12
271 312 10.65
413 453 16.20
801 841 31.42
809 810 31.72
961 962 37.69
474 475 18.59
978 979 38.36
1249 1289 49.01
1234 1273 48.43
198 238 7.78
180 220 7.06
1363 1403 53.48
731 772 28.69
1413 1453 55.45
283 284 11.07
472 512 18.53
790 829 31.00
1212 1251 47.55
1437 1478 56.42
437 478 17.17
1523 1564 59.77
431 471 16.92
1427 1466 56.00
544 585 21.36
13 54 0.51
1114 1154 43.73
925 926 36.27
450 491 17.66
736 775 28.87
347 386 13.61
116 155 4.55
179 219 7.02
1096 1137 43.02
1478 1518 58.02
536 575 21.02
1540 1579 60.43
913 954 35.85
99 138 3.87
1218 1219 47.78
627 668 24.62
325 366 12.75
894 933 35.07
1420 1421 55.71
1422 1423 55.79
286 325 11.20
1278 1317 50.16
584 623 22.91
1401 1442 54.98
891 892 34.94
984 1023 38.61
34 74 1.34
893 932 35.03
556 557 21.81
1290 1329 50.61
1381 1382 54.18
248 289 9.73
2 41 0.05
1110 1149 43.56
984 1025 38.63
262 263 10.26
633 634 24.83
384 385 15.05
639 679 25.09
1404 1443 55.08
459 498 18.00
1368 1408 53.68
394 433 15.46
89 129 3.48
461 502 18.10
741 781 29.08
647 688 25.39
137 138 5.35
1059 1060 41.54
1508 1509 59.17
788 829 30.94
417 457 16.36
1384 1424 54.32
1265 1306 49.66
881 922 34.57
1429 1430 56.07
1586 1587 61.49
278 319 10.93
41 82 1.60
23 62 0.89
1235 1274 48.47
1440 1480 56.52
1179 1180 46.25
418 419 16.38
109 150 4.29
935 975 36.69
1169 1210 45.88
766 807 30.06
705 745 27.67
1295 1296 50.80
57 96 2.22
1197 1237 46.99
1008 1049 39.56
831 832 32.60
1486 1527 58.32
1412 1452 55.41
1027 1067 40.31
367 408 14.40
359 400 14.11
1438 1479 56.46
1182 1183 46.37
711 751 27.91
1219 1259 47.84
123 124 4.79
557 596 21.86
609 649 23.89
1272 1273 49.91
1445 1446 56.68
818 858 32.10
174 215 6.83
1372 1373 53.82
818 857 32.09
855 895 33.55
1493 1534 58.60
152 193 5.98
1446 1486 56.74
1026 1067 40.28
852 892 33.43
630 669 24.72
766 806 30.05
1293 1332 50.73
629 668 24.68
1547 1586 60.71
1495 1534 58.66
1532 1533 60.10
1429 1470 56.10
177 216 6.93
36 77 1.43
426 427 16.70
102 142 4.00
1241 1242 48.68
907 948 35.61
850 851 33.33
911 950 35.75
1204 1245 47.25
1127 1128 44.20
1277 1316 50.12
245 286 9.61
1428 1467 56.04
386 425 15.14
134 174 5.25
71 111 2.79
1142 1183 44.83
1394 1433 54.71
950 989 37.28
728 729 28.54
908 909 35.62
794 795 31.15
1533 1574 60.17
944 984 37.05
74 114 2.91
48 89 1.88
12 52 0.46
1420 1461 55.74
277 318 10.89
165 166 6.44
913 952 35.83
1351 1390 53.02
974 1015 38.23
518 558 20.34
788 827 30.92
1499 1540 58.84
161 202 6.31
1391 1432 54.61
1513 1514 59.37
526 527 20.61
540 580 21.19
602 603 23.59
1422 1462 55.81
293 332 11.48
1584 1585 61.47
1119 1159 43.93
578 617 22.67
205 246 8.04
1302 1341 51.09
505 544 19.81
1177 1178 46.17
229 230 8.97
464 503 18.20
755 756 29.62
357 358 14.00
930 931 36.47
1257 1296 49.32
521 562 20.44
274 313 10.75
1296 1297 50.84
561 602 22.01
827 868 32.47
705 744 27.66
288 289 11.27
822 823 32.24
1408 1409 55.23
1539 1540 60.38
1317 1318 51.68
1205 1244 47.27
174 214 6.82
783 824 30.74
222 263 8.72
1056 1057 41.42
166 167 6.48
625 626 24.51
820 821 32.16
23 63 0.90
244 245 9.54
326 366 12.78
568 609 22.29
1194 1233 46.86
1362 1363 53.42
969 970 38.00
1010 1050 39.63
13 14 0.48
91 92 3.54
1004 1005 39.37
1359 1400 53.36
188 228 7.38
428 467 16.79
498 537 19.53
235 276 9.24
1405 1445 55.13
567 607 22.24
296 337 11.62
1371 1372 53.78
378 419 14.84
973 1014 38.19
1042 1081 40.87
595 596 23.34
1414 1454 55.49
926 927 36.31
1261 1301 49.49
373 413 14.63
1337 1338 52.45
42 82 1.63
833 874 32.71
710 751 27.88
427 468 16.77
114 153 4.47
793 832 31.12
511 550 20.05
108 149 4.25
651 691 25.54
823 862 32.29
1340 1379 52.58
18 57 0.69
335 375 13.14
435 475 17.08
386 426 15.15
1550 1591 60.85
1026 1065 40.26
204 244 7.99
1207 1246 47.35
383 422 15.02
583 622 22.87
537 577 21.07
1353 1354 53.09
863 902 33.86
1260 1261 49.43
1456 1497 57.15
676 677 26.52
96 97 3.74
433 473 17.00
849 850 33.29
190 229 7.45
480 520 18.84
552 591 21.66
243 284 9.53
79 80 3.09
94 134 3.68
654 655 25.64
1474 1515 57.87
228 267 8.94
322 362 12.62
89 128 3.47
1057 1097 41.48
1154 1193 45.29
840 880 32.97
1492 1532 58.55
1212 1253 47.57
1455 1495 57.10
882 923 34.61
1089 1128 42.72
1129 1170 44.31
915 955 35.92
928 969 36.42
370 409 14.50
1458 1497 57.21
340 341 13.32
1556 1557 61.06
1154 1195 45.31
283 323 11.09
562 603 22.05
550 589 21.58
1385 1425 54.36
215 216 8.41
400 440 15.70
1479 1520 58.07
308 347 12.08
1038 1077 40.74
444 484 17.41
711 750 27.90
832 871 32.65
977 1016 38.33
830 871 32.59
946 947 37.11
739 740 28.98
246 247 9.62
646 687 25.35
1304 1345 51.19
753 754 29.54
1381 1420 54.19
90 91 3.50
891 931 34.96
656 695 25.73
744 783 29.19
1337 1376 52.46
449 490 17.62
916 917 35.94
1079 1080 42.34
536 537 21.01
408 447 15.99
983 984 38.56
876 917 34.40
631 672 24.78
1308 1348 51.34
868 908 34.07
779 820 30.58
189 190 7.40
1211 1251 47.52
1061 1100 41.63
136 177 5.34
989 990 38.80
997 998 39.12
1437 1477 56.41
1496 1497 58.69
1347 1388 52.88
1451 1491 56.94
1460 1499 57.29
779 819 30.57
842 882 33.03
1196 1237 46.96
1292 1332 50.70
492 533 19.31
148 187 5.80
722 762 28.32
1084 1085 42.51
301 302 11.79
1001 1002 39.26
1260 1299 49.44
59 99 2.31
1370 1411 53.77
431 470 16.91
1427 1468 56.02
1409 1449 55.29
304 345 11.94
1485 1525 58.27
225 264 8.82
887 928 34.81
1502 1543 58.96
1231 1232 48.30
1523 1524 59.74
604 605 23.67
600 640 23.55
1219 1258 47.83
3 42 0.09
1132 1171 44.41
976 1016 38.30
1320 1359 51.80
454 495 17.82
1048 1089 41.13
570 610 22.36
1430 1469 56.12
825 865 32.38
922 961 36.16
317 356 12.44
1013 1054 39.76
967 968 37.92
1150 1190 45.14
666 705 26.13
109 110 4.26
374 415 14.68
611 650 23.96
1315 1354 51.61
72 73 2.81
814 815 31.92
493 534 19.35
94 135 3.69
937 978 36.78
1498 1537 58.78
500 539 19.61
163 204 6.39
284 323 11.12
1436 1437 56.35
1289 1290 50.56
1051 1090 41.23
661 702 25.95
1113 1154 43.70
664 665 26.04
1370 1409 53.75
385 426 15.12
563 603 22.08
1040 1080 40.82
599 639 23.52
295 336 11.58
919 958 36.07
996 997 39.08
793 833 31.13
1376 1416 54.00
1530 1569 60.03
1374 1415 53.93
1351 1391 53.03
1385 1426 54.37
645 686 25.31
848 887 33.26
1201 1202 47.11
813 852 31.89
1001 1041 39.27
94 95 3.66
1467 1506 57.57
163 202 6.37
495 535 19.42
711 712 27.89
725 726 28.42
743 783 29.16
1356 1395 53.22
686 727 26.92
1054 1095 41.37
398 399 15.61
727 767 28.52
1048 1049 41.10
615 656 24.14
57 97 2.23
557 558 21.85
4 44 0.14
734 774 28.80
342 381 13.41
565 606 22.17
1404 1444 55.09
51 52 1.97
30 70 1.18
878 917 34.46
1253 1294 49.18
642 681 25.17
1072 1073 42.06
638 677 25.04
1589 1590 61.52
1398 1399 54.86
1056 1095 41.43
1514 1555 59.44
1441 1481 56.54
933 972 36.60
677 718 26.59
365 406 14.32
205 206 8.01
620 621 24.31
1546 1585 60.67
114 115 4.46
82 83 3.18
810 850 31.78
289 290 11.31
1418 1458 55.65
888 927 34.83
1245 1285 48.85
811 812 31.80
1443 1444 56.60
34 73 1.33
116 117 4.54
1561 1562 61.24
1367 1368 53.62
330 371 12.95
594 635 23.33
340 379 13.33
314 353 12.32
196 235 7.69
941 982 36.94
795 835 31.21
1328 1369 52.12
1082 1083 42.43
327 328 12.80
1547 1587 60.72
273 312 10.71
1168 1169 45.81
463 502 18.16
1271 1312 49.90
1302 1342 51.10
1202 1242 47.16
891 930 34.95
256 295 10.03
591 592 23.18
103 142 4.03
7 47 0.26
1500 1539 58.86
954 994 37.45
135 175 5.29
1098 1137 43.08
776 815 30.44
1444 1483 56.65
11 51 0.42
1244 1285 48.82
359 399 14.10
721 761 28.28
1433 1434 56.23
736 777 28.89
230 231 9.01
28 68 1.10
838 878 32.90
1297 1338 50.91
125 164 4.88
1023 1063 40.15
145 184 5.68
810 811 31.76
7 46 0.25
1014 1015 39.77
795 834 31.20
246 285 9.63
106 147 4.17
853 894 33.48
613 653 24.05
1334 1374 52.35
1512 1552 59.35
1270 1271 49.83
883 923 34.64
705 746 27.68
573 574 22.46
635 636 24.91
861 862 33.77
798 838 31.33
573 614 22.49
810 849 31.77
952 953 37.35
1324 1363 51.94
554 595 21.76
1296 1335 50.85
857 896 33.62
1027 1066 40.30
114 154 4.48
1448 1488 56.82
1302 1343 51.11
1484 1524 58.23
52 91 2.02
763 802 29.92
864 905 33.92
796 797 31.23
904 943 35.47
533 572 20.90
275 276 10.78
831 871 32.62
1013 1053 39.75
1555 1596 61.05
653 654 25.60
970 971 38.04
427 428 16.74
543 584 21.32
658 698 25.82
1510 1551 59.28
1303 1342 51.13
296 335 11.60
1303 1344 51.15
791 830 31.04
1500 1541 58.88
489 490 19.16
219 260 8.60
1175 1214 46.10
304 343 11.92
85 124 3.31
530 569 20.78
975 976 38.24
989 1030 38.83
337 377 13.22
1363 1402 53.47
621 660 24.36
1176 1215 46.14
947 987 37.17
1439 1479 56.49
1347 1348 52.85
1476 1517 57.95
581 622 22.81
660 700 25.90
1330 1370 52.19
650 689 25.49
787 828 30.90
1040 1079 40.81
924 925 36.23
468 507 18.36
347 388 13.63
634 674 24.89
941 942 36.91
469 509 18.41
311 351 12.21
297 338 11.66
329 370 12.91
953 993 37.41
647 648 25.36
1401 1402 54.96
29 30 1.12
528 529 20.69
392 432 15.39
819 859 32.14
370 410 14.51
441 481 17.29
785 786 30.79
718 719 28.17
338 378 13.26
1354 1393 53.14
811 850 31.81
1559 1560 61.18
370 371 14.49
1328 1368 52.11
425 464 16.67
1291 1331 50.66
730 770 28.64
1184 1223 46.46
389 430 15.28
759 760 29.78
745 784 29.23
244 284 9.56
552 593 21.68
1438 1478 56.45
217 256 8.50
119 159 4.68
1250 1289 49.04
1178 1219 46.24
19 59 0.74
1156 1197 45.39
1431 1432 56.15
1351 1352 53.01
450 451 17.63
742 743 29.10
44 83 1.70
1165 1166 45.69
975 1015 38.26
843 844 33.05
1004 1043 39.38
756 757 29.66
718 759 28.20
1223 1264 48.01
458 499 17.98
749 788 29.39
1312 1313 51.48
429 430 16.82
1385 1424 54.35
88 128 3.44
1326 1367 52.04
1445 1484 56.69
465 505 18.25
928 967 36.40
809 848 31.73
294 335 11.54
1354 1355 53.13
923 964 36.22
1173 1213 46.03
1398 1438 54.88
700 701 27.45
1275 1315 50.05
218 258 8.55
1505 1506 59.05
172 212 6.74
147 188 5.78
1435 1475 56.33
1419 1420 55.67
730 771 28.65
61 62 2.37
752 791 29.51
1208 1247 47.39
275 315 10.80
1227 1228 48.14
315 316 12.35
1276 1316 50.09
303 342 11.88
1006 1046 39.47
96 135 3.75
1146 1186 44.98
866 905 33.98
542 582 21.27
386 427 15.16
593 633 23.28
265 304 10.39
1066 1107 41.85
1215 1255 47.68
667 706 26.17
821 860 32.21
111 152 4.37
1197 1238 47.00
767 768 30.07
440 479 17.26
663 702 26.01
1409 1450 55.30
403 444 15.81
1402 1442 55.01
1487 1488 58.33
405 446 15.89
483 522 18.93
1286 1327 50.47
507 548 19.91
131 132 5.11
1139 1180 44.71
614 654 24.09
895 935 35.12
1124 1163 44.09
1028 1069 40.36
243 282 9.51
703 704 27.57
290 330 11.37
1065 1066 41.78
990 1030 38.86
29 69 1.14
1073 1112 42.11
181 182 7.08
461 501 18.09
527 528 20.65
1242 1281 48.72
1434 1435 56.27
701 742 27.52
100 139 3.91
278 317 10.91
185 225 7.26
1389 1390 54.50
435 436 17.06
509 548 19.97
1003 1044 39.36
426 467 16.73
117 118 4.58
826 866 32.42
1071 1112 42.05
410 449 16.07
173 214 6.79
516 557 20.27
864 903 33.90
457 498 17.94
934 975 36.66
344 384 13.50
218 259 8.56
631 671 24.77
940 980 36.89
616 617 24.15
799 838 31.36
1516 1557 59.52
1478 1519 58.03
357 397 14.02
688 689 26.97
1407 1446 55.20
1029 1070 40.40
6 45 0.21
1295 1334 50.81
44 85 1.72
173 212 6.77
1168 1207 45.82
670 711 26.31
1305 1345 51.22
82 122 3.20
969 1008 38.01
25 26 0.96
527 566 20.66
974 975 38.20
506 546 19.86
1277 1318 50.14
158 199 6.22
996 1037 39.11
1400 1440 54.95
231 232 9.05
66 106 2.59
1597 1598 61.60
461 462 18.07
1214 1253 47.63
1175 1216 46.12
274 275 10.74
160 200 6.28
968 969 37.96
923 962 36.20
672 711 26.37
817 857 32.06
640 679 25.11
610 650 23.93
1528 1567 59.95
778 818 30.53
1190 1229 46.70
978 1019 38.39
1085 1125 42.57
1060 1061 41.58
847 848 33.21
1017 1057 39.91
261 262 10.22
1585 1586 61.48
77 116 3.02
311 312 12.19
19 58 0.73
155 156 6.07
118 159 4.65
1482 1522 58.15
700 739 27.46
577 616 22.63
724 764 28.40
931 970 36.52
1034 1073 40.58
1442 1443 56.56
1202 1243 47.17
1433 1473 56.25
1327 1367 52.07
731 771 28.68
794 833 31.16
1038 1078 40.75
23 64 0.91
59 98 2.30
1267 1268 49.71
695 734 27.26
43 83 1.67
1232 1271 48.35
250 251 9.78
1128 1167 44.25
156 197 6.14
1449 1489 56.86
1377 1378 54.02
477 518 18.74
1338 1377 52.50
1394 1435 54.73
12 51 0.45
9 49 0.34
1490 1531 58.48
291 332 11.42
65 106 2.56
347 387 13.62
344 385 13.51
944 985 37.06
1329 1369 52.15
130 170 5.09
83 124 3.25
508 509 19.92
918 959 36.05
529 530 20.73
1205 1206 47.26
14 15 0.52
442 481 17.32
1349 1350 52.93
586 625 22.99
1105 1144 43.36
235 236 9.21
1130 1171 44.35
575 615 22.56
925 964 36.28
1274 1315 50.02
837 878 32.87
1525 1566 59.85
1491 1530 58.50
1505 1546 59.08
1430 1471 56.14
1338 1339 52.49
1016 1056 39.87
56 95 2.18
1116 1117 43.79
825 864 32.37
90 129 3.51
1294 1335 50.79
187 188 7.32
1112 1151 43.64
446 447 17.47
101 140 3.95
854 894 33.51
1183 1222 46.42
703 743 27.59
947 948 37.15
1215 1254 47.67
1072 1112 42.08
1138 1178 44.66
1139 1179 44.70
148 149 5.79
812 813 31.84
1417 1458 55.62
873 912 34.26
138 177 5.40
791 832 31.06
827 867 32.46
1284 1323 50.37
912 953 35.81
1226 1267 48.13
418 458 16.40
736 776 28.88
717 757 28.15
1360 1400 53.38
1171 1211 45.95
56 97 2.20
837 876 32.85
1216 1255 47.71
1521 1562 59.69
27 68 1.07
558 598 21.91
314 354 12.33
76 116 2.99
1433 1474 56.26
671 711 26.34
675 714 26.49
769 770 30.15
869 908 34.10
950 951 37.27
204 205 7.97
526 565 20.62
1502 1503 58.93
1087 1127 42.65
602 641 23.60
1142 1182 44.82
632 671 24.80
1476 1516 57.94
216 255 8.46
230 270 9.03
371 410 14.54
28 29 1.08
1410 1411 55.31
941 981 36.93
1180 1221 46.32
1370 1410 53.76
40 80 1.57
812 851 31.85
941 980 36.92
354 393 13.89
746 785 29.27
1019 1060 40.00
545 546 21.37
154 195 6.06
63 103 2.47
1177 1218 46.20
473 512 18.56
1156 1196 45.38
832 873 32.67
1281 1321 50.26
1118 1158 43.89
709 748 27.82
1170 1171 45.89
1505 1545 59.07
889 890 34.86
667 707 26.18
223 262 8.74
279 320 10.97
416 417 16.30
1368 1407 53.67
1432 1472 56.21
264 305 10.37
1157 1158 45.40
888 928 34.84
293 334 11.50
1111 1150 43.60
914 953 35.87
572 573 22.42
969 1010 38.03
341 380 13.37
303 344 11.90
924 964 36.25
1304 1343 51.17
1526 1566 59.88
1431 1470 56.16
595 634 23.35
786 825 30.84
1342 1381 52.66
1078 1079 42.30
182 221 7.13
448 487 17.56
229 268 8.98
191 230 7.49
734 775 28.81
1095 1136 42.98
1145 1186 44.95
1183 1224 46.44
871 910 34.18
1257 1297 49.33
1446 1485 56.73
1186 1187 46.53
288 328 11.29
687 688 26.93
701 702 27.49
233 273 9.15
1262 1301 49.52
630 631 24.71
1364 1403 53.51
903 942 35.43
1164 1165 45.65
1318 1359 51.75
26 67 1.03
342 383 13.43
531 571 20.83
344 383 13.49
737 738 28.90
242 281 9.47
540 541 21.17
181 222 7.11
1207 1247 47.36
553 593 21.71
812 853 31.87
101 102 3.94
286 327 11.22
86 127 3.37
574 615 22.53
845 885 33.15
1 41 0.02
183 222 7.17
100 140 3.92
925 966 36.30
548 549 21.49
1106 1107 43.39
592 632 23.24
1097 1098 43.03
145 185 5.69
187 226 7.33
957 998 37.58
22 62 0.86
1065 1105 41.80
242 283 9.49
68 109 2.68
1550 1551 60.82
1497 1536 58.74
1479 1518 58.05
1421 1461 55.77
1248 1287 48.96
47 86 1.82
170 171 6.64
965 1006 37.87
1405 1446 55.14
371 372 14.53
962 963 37.72
872 912 34.23
886 927 34.77
1174 1214 46.07
802 843 31.47
1383 1422 54.27
845 886 33.16
211 251 8.27
862 901 33.82
1086 1125 42.60
1392 1433 54.65
1430 1470 56.13
786 826 30.85
265 306 10.41
1007 1046 39.50
89 90 3.46
225 226 8.81
1342 1383 52.68
1 42 0.03
468 508 18.37
24 64 0.94
195 196 7.64
63 64 2.45
800 840 31.40
1510 1511 59.25
14 55 0.55
488 528 19.14
678 719 26.63
137 177 5.37
972 1011 38.13
702 741 27.54
306 347 12.02
490 531 19.23
858 898 33.67
981 1020 38.49
18 58 0.70
1448 1489 56.83
457 458 17.91
716 717 28.09
103 144 4.05
939 978 36.84
1255 1296 49.26
732 771 28.71
1181 1221 46.35
1548 1549 60.74
368 369 14.41
393 432 15.42
914 955 35.89
1127 1166 44.21
1170 1211 45.92
1218 1259 47.81
814 853 31.93
168 207 6.57
1144 1145 44.88
233 274 9.16
844 845 33.09
1334 1375 52.36
965 966 37.84
1160 1200 45.53
69 110 2.72
408 449 16.01
260 300 10.20
603 643 23.65
265 266 10.38
621 661 24.37
1508 1548 59.19
803 844 31.51
1036 1037 40.65
195 234 7.65
329 330 12.88
398 438 15.63
1425 1465 55.93
1527 1528 59.90
1560 1600 61.23
359 360 14.08
1535 1536 60.22
1082 1121 42.44
657 658 25.76
1497 1538 58.76
145 186 5.70
714 715 28.01
1318 1357 51.73
611 612 23.95
932 972 36.57
1111 1152 43.62
97 137 3.80
808 809 31.68
1482 1523 58.16
677 678 26.56
219 259 8.59
356 397 13.99
446 485 17.48
599 600 23.50
210 211 8.21
405 445 15.88
1209 1248 47.43
395 435 15.51
1052 1091 41.27
942 981 36.96
1035 1074 40.62
1063 1064 41.70
416 455 16.31
1350 1391 53.00
353 393 13.86
1405 1406 55.11
348 387 13.65
1417 1457 55.61
538 578 21.11
104 143 4.07
895 936 35.13
588 627 23.07
305 346 11.98
561 601 22.00
1215 1256 47.69
1336 1337 52.41
316 317 12.39
247 288 9.69
263 303 10.32
1002 1003 39.29
613 652 24.04
1109 1148 43.52
349 350 13.68
1146 1147 44.96
1367 1407 53.64
414 455 16.25
1300 1340 51.02
872 913 34.24
869 910 34.12
556 597 21.84
1343 1344 52.69
171 172 6.68
458 498 17.97
701 741 27.51
1459 1500 57.27
367 368 14.37
1349 1388 52.94
774 775 30.35
388 427 15.22
1331 1370 52.22
1201 1241 47.12
