10000 39402
5180 5181 205.63
3924 3925 155.75
6431 6532 255.31
2091 2191 83.02
6321 6422 250.94
5159 5160 204.79
5198 5298 206.37
2588 2689 102.76
6482 6581 257.33
9388 9488 372.71
4568 4667 181.34
8132 8133 322.81
4743 4843 188.29
3610 3709 143.29
5094 5095 202.22
2542 2642 100.91
7959 8059 315.97
5368 5369 213.09
3868 3968 153.56
504 505 19.97
5046 5047 200.30
7692 7693 305.36
4169 4269 165.51
7175 7275 284.85
1915 1916 75.99
8805 8905 349.54
7282 7381 289.09
9386 9486 372.63
6784 6785 269.31
4686 4787 186.05
4541 4640 180.26
6739 6840 267.54
6112 6113 242.61
8591 8692 341.08
7599 7600 301.67
8648 8649 343.30
1971 2071 78.25
7498 7499 297.66
1584 1585 62.87
9768 9869 387.80
3119 3120 123.79
446 545 17.69
666 765 26.43
227 328 9.01
9626 9725 382.13
6242 6243 247.78
219 319 8.68
8 9 0.28
1456 1556 57.80
5360 5460 212.79
490 591 19.47
6678 6679 265.10
1235 1334 49.01
3920 3921 155.59
145 245 5.75
5388 5487 213.90
5004 5005 198.62
6951 7051 275.95
1924 2023 76.36
2372 2471 94.16
1650 1750 65.50
4838 4839 192.04
1665 1666 66.08
7975 7976 316.59
2155 2255 85.55
779 878 30.92
5218 5319 207.15
9818 9917 389.75
3368 3369 133.69
4861 4962 192.99
8063 8064 320.08
4089 4190 162.35
1710 1811 67.88
4694 4793 186.35
1247 1346 49.49
9420 9521 373.97
1625 1724 64.49
8705 8706 345.55
4044 4045 160.52
2919 3018 115.86
5538 5637 219.84
9246 9345 367.05
5773 5872 229.18
1584 1683 62.88
2949 3050 117.08
755 856 29.98
5715 5814 226.86
1249 1350 49.59
5081 5180 201.71
7406 7505 293.99
1718 1819 68.20
5512 5613 218.82
17 18 0.64
1412 1511 56.03
7612 7613 302.16
9028 9029 358.38
5152 5251 204.52
8670 8769 344.19
8042 8043 319.24
5281 5380 209.65
386 387 15.31
1423 1523 56.48
2290 2390 90.92
7997 8096 317.48
6949 7048 275.86
4374 4473 173.64
1917 2018 76.10
9011 9111 357.72
147 248 5.84
1088 1188 43.20
8811 8912 349.79
371 472 14.74
1931 1932 76.63
5085 5186 201.89
338 439 13.42
3579 3678 142.08
2655 2656 105.38
3481 3580 138.19
2629 2630 104.34
613 714 24.33
4710 4811 186.98
5341 5442 212.04
2990 2991 118.69
1519 1618 60.28
4787 4887 190.05
7961 8060 316.04
6750 6751 267.95
6362 6461 252.56
6003 6103 238.30
5697 5798 226.19
892 991 35.41
6434 6534 255.42
9369 9468 371.94
3603 3703 143.02
7039 7138 279.43
5451 5552 216.41
7504 7605 297.90
5502 5603 218.42
808 909 32.07
797 898 31.66
7246 7345 287.65
8562 8663 339.92
2811 2812 111.56
1147 1246 45.52
8888 8889 352.84
5296 5396 210.26
8418 8517 334.17
6983 7083 277.23
6856 6857 272.16
3298 3397 130.93
2042 2043 81.04
3683 3782 146.21
393 494 15.62
6289 6390 249.69
6261 6360 248.55
9129 9228 362.40
3824 3923 151.79
7781 7782 308.89
3179 3279 126.21
7897 7898 313.50
6792 6893 269.66
4790 4791 190.15
7142 7243 283.54
1301 1302 51.62
8036 8135 319.01
6378 6478 253.21
963 1064 38.24
8712 8811 345.84
7050 7051 279.86
5029 5129 199.64
2540 2640 100.83
1362 1363 54.05
2927 2928 116.17
1954 2053 77.56
2646 2745 105.03
3561 3662 141.38
167 266 6.62
323 424 12.82
7673 7774 304.63
2022 2023 80.24
4330 4430 171.89
8949 9049 355.27
922 923 36.57
190 289 7.54
9006 9107 357.53
1736 1836 68.91
9829 9928 390.19
1507 1508 59.79
4518 4519 179.33
9060 9161 359.69
8244 8343 327.27
7997 8098 317.50
3244 3344 128.78
7844 7943 311.39
4923 4924 195.41
1355 1454 53.78
3742 3842 148.55
9820 9920 389.84
5633 5634 223.60
8424 8425 334.40
647 747 25.68
1588 1688 63.05
9364 9465 371.76
3955 4054 157.00
260 360 10.32
9079 9080 360.42
2464 2465 97.80
1087 1186 43.15
3974 4074 157.77
1575 1676 62.54
7876 7877 312.66
5786 5887 229.72
4332 4432 171.97
4438 4538 176.18
8505 8506 337.61
7638 7739 303.23
5908 5909 234.51
1267 1367 50.30
9106 9206 361.49
4844 4845 192.28
3083 3182 122.39
2430 2529 96.45
4384 4385 174.03
3476 3577 138.01
9356 9455 371.42
8741 8842 347.02
8730 8830 346.57
3468 3567 137.67
9164 9165 363.79
5324 5325 211.33
1897 1898 75.30
712 811 28.24
197 296 7.82
756 855 30.00
9931 9932 393.34
9610 9710 381.50
4684 4685 185.94
9994 9995 393.97
734 835 29.14
1839 1940 73.01
4385 4486 174.10
9583 9684 380.46
9034 9133 358.63
4175 4275 165.75
5287 5288 209.88
2061 2162 81.83
3022 3122 119.96
4360 4460 173.09
8359 8460 331.86
4956 5057 196.76
4802 4901 190.61
2305 2406 91.50
2163 2264 85.88
4260 4261 169.10
7223 7322 286.73
4944 5043 196.26
3745 3846 148.68
2834 2935 112.51
2386 2486 94.73
6882 6983 273.23
6090 6190 241.78
6114 6215 242.72
7049 7150 279.85
4209 4309 167.08
1180 1280 46.85
2369 2468 94.04
1475 1576 58.57
2953 2954 117.21
9318 9417 369.90
5979 6078 237.36
9651 9652 383.12
5416 5417 214.98
3082 3181 122.35
9482 9581 376.43
9683 9684 384.40
6896 6897 273.76
5647 5648 224.16
2083 2183 82.70
1767 1867 70.15
3592 3691 142.60
3319 3419 131.75
167 267 6.63
5526 5627 219.38
9661 9760 383.53
5737 5738 227.73
2286 2387 90.77
32 133 1.27
6656 6657 264.22
6051 6150 240.21
5018 5118 199.20
2912 2913 115.57
915 1014 36.30
2113 2213 83.87
8951 9050 355.34
6575 6675 261.03
8621 8622 342.22
1393 1394 55.29
5562 5663 220.82
745 846 29.58
3353 3453 133.11
8010 8110 317.98
3166 3265 125.68
2935 3034 116.50
4380 4381 173.87
1952 2051 77.48
2599 2699 103.19
2720 2819 107.96
9186 9287 364.70
141 242 5.60
8756 8857 347.62
3084 3185 122.45
5872 5973 233.13
4746 4846 188.41
5106 5107 202.67
8144 8145 323.29
735 834 29.16
1158 1159 45.95
2896 2996 114.98
5317 5418 211.08
1511 1512 59.95
2847 2947 113.02
7963 8064 316.14
135 236 5.36
7985 7986 316.99
234 235 9.26
5481 5582 217.61
8065 8066 320.16
6890 6891 273.52
1094 1193 43.43
9731 9830 386.30
3956 4055 157.04
3909 4009 155.17
2691 2692 106.82
3496 3596 138.80
512 611 20.30
8298 8299 329.42
7046 7047 279.70
1825 1925 72.44
2050 2151 81.39
3443 3542 136.67
3148 3149 124.95
9465 9566 375.77
4100 4199 162.76
2560 2661 101.64
7333 7434 291.12
9210 9211 365.60
8820 8921 350.15
5460 5559 216.75
274 374 10.88
8828 8829 350.44
8917 8918 353.97
5313 5414 210.92
7210 7310 286.22
9250 9350 367.22
1675 1774 66.49
3624 3725 143.87
2989 3088 118.66
1076 1177 42.73
6043 6044 239.88
5038 5138 200.00
6712 6811 266.44
3558 3659 141.26
5497 5596 218.23
3222 3323 127.91
5088 5189 202.01
8055 8056 319.76
4477 4577 177.74
320 421 12.70
7914 8014 314.17
8692 8792 345.08
693 694 27.50
8854 8953 351.49
3368 3467 133.70
3886 3987 154.29
614 715 24.37
2615 2716 103.81
6552 6651 260.10
4671 4771 185.44
4455 4555 176.86
2651 2652 105.22
3259 3358 129.37
1142 1143 45.31
8356 8455 331.72
5273 5372 209.33
2606 2705 103.43
5511 5610 218.76
6462 6563 256.55
1181 1281 46.89
2903 3004 115.24
6767 6868 268.66
4711 4810 187.00
7367 7468 292.48
824 924 32.70
9706 9805 385.30
2980 2981 118.29
7139 7240 283.42
5919 5920 234.95
9705 9706 385.25
8777 8877 348.45
754 755 29.91
9331 9332 370.41
6964 7065 276.48
2688 2789 106.73
1268 1367 50.33
9604 9605 381.24
7186 7286 285.29
5139 5238 204.00
5810 5910 230.64
8799 8900 349.34
625 626 24.78
5280 5379 209.61
6230 6330 247.32
4672 4773 185.49
2997 3096 118.98
871 872 34.56
4109 4110 163.09
3674 3773 145.85
8131 8231 322.79
9053 9054 359.38
876 975 34.77
2547 2647 101.11
1089 1188 43.23
9326 9425 370.22
5082 5182 201.76
7050 7151 279.89
5425 5524 215.35
5099 5200 202.45
4881 4980 193.77
7458 7557 296.07
3821 3822 151.66
5968 6069 236.94
1161 1162 46.07
497 598 19.75
5301 5402 210.44
4025 4026 159.76
951 1052 37.76
4269 4369 169.48
5266 5367 209.07
8181 8182 324.77
4444 4544 176.42
717 718 28.43
2498 2597 99.17
8272 8273 328.38
4043 4142 160.49
7794 7795 309.41
9533 9634 378.46
5649 5650 224.24
5254 5354 208.58
7603 7704 301.83
6874 6974 272.90
8504 8505 337.57
860 961 34.15
1954 1955 77.55
6254 6355 248.29
9739 9838 386.62
8718 8719 346.07
6485 6584 257.45
2056 2157 81.63
8617 8618 342.06
8499 8599 337.42
5711 5811 226.71
5083 5084 201.78
4265 4365 169.32
8815 8916 349.95
6072 6073 241.04
7606 7706 301.94
8972 9073 356.20
8171 8272 324.40
2947 3047 116.99
5527 5627 219.41
2315 2316 91.87
9845 9846 390.82
6691 6790 265.63
434 535 17.23
3107 3108 123.31
3502 3503 138.99
3614 3713 143.45
3067 3068 121.74
6899 7000 273.91
5444 5445 216.10
4545 4646 180.44
1685 1785 66.90
9135 9136 362.63
8983 9082 356.62
5484 5584 217.72
1391 1392 55.21
408 409 16.16
9148 9149 363.15
9044 9145 359.05
9980 9981 393.83
6802 6903 270.03
6119 6220 242.92
3379 3480 134.16
306 405 12.12
8265 8364 328.11
355 454 14.08
100 199 3.96
4864 4964 193.10
3508 3509 139.23
518 619 20.56
1998 1999 79.31
8183 8283 324.87
7055 7156 280.09
5850 5951 232.25
472 572 18.74
2954 3054 117.27
2651 2750 105.23
405 506 16.07
8300 8399 329.50
4073 4172 161.69
7296 7397 289.67
2450 2451 97.24
2433 2532 96.57
7929 8029 314.77
7259 7359 288.18
9568 9668 379.85
3801 3802 150.87
1599 1699 63.49
4600 4700 182.62
8622 8723 342.29
592 593 23.49
5034 5135 199.85
1877 1878 74.50
9748 9848 386.99
9735 9834 386.46
4523 4623 179.55
4927 5026 195.58
2314 2413 91.84
394 494 15.65
4904 5005 194.68
3795 3894 150.66
4254 4255 168.86
9558 9659 379.46
8285 8386 328.93
4375 4476 173.70
5896 5897 234.06
2275 2374 90.31
371 372 14.71
4256 4356 168.96
9060 9160 359.68
6435 6535 255.46
7540 7640 299.33
9562 9563 379.59
8883 8983 352.66
2275 2376 90.33
5140 5239 204.04
2688 2787 106.71
86 186 3.42
8224 8225 326.46
5066 5165 201.11
7612 7712 302.18
2328 2427 92.40
312 412 12.37
4765 4766 189.15
8877 8977 352.42
6170 6171 244.93
7170 7171 284.63
4994 5093 198.26
4595 4694 182.42
6428 6429 255.16
6128 6227 243.26
7797 7798 309.53
255 355 10.12
5386 5486 213.83
5385 5484 213.78
3911 4010 155.24
2688 2689 106.70
7797 7896 309.54
544 644 21.59
9147 9248 363.14
5840 5939 231.83
7412 7511 294.23
8430 8530 334.66
7664 7763 304.25
5821 5921 231.08
3274 3374 129.98
14 114 0.54
9071 9172 360.13
2178 2278 86.47
7557 7656 300.00
8644 8743 343.15
5289 5388 209.97
3169 3270 125.82
8610 8710 341.80
9971 9972 393.74
9432 9531 374.43
1980 2079 78.60
3013 3014 119.58
4455 4456 176.84
485 486 19.24
3790 3890 150.47
2434 2534 96.62
7994 8093 317.36
8407 8508 333.75
3713 3714 147.37
5999 6099 238.17
8560 8660 339.83
8420 8520 334.26
2707 2808 107.46
7549 7550 299.67
6440 6539 255.65
3544 3645 140.70
7257 7357 288.10
8141 8240 323.18
2206 2306 87.56
3693 3793 146.62
3140 3241 124.66
9389 9490 372.76
2823 2824 112.04
1493 1592 59.27
1106 1107 43.87
7569 7669 300.49
1358 1458 53.91
3591 3690 142.56
9615 9715 381.70
5925 5926 235.19
4787 4788 190.03
6470 6571 256.87
3797 3897 150.75
776 877 30.82
7400 7500 293.78
2630 2730 104.40
4690 4789 186.19
2546 2647 101.08
8838 8938 350.86
5839 5939 231.80
7802 7803 309.70
3038 3039 120.58
3940 4041 156.42
2633 2634 104.50
7560 7659 300.12
1256 1357 49.87
5563 5564 220.83
5830 5929 231.43
9325 9424 370.18
6794 6795 269.71
8771 8871 348.21
1665 1766 66.11
9034 9035 358.62
7940 8041 315.22
8110 8111 321.93
179 280 7.12
1303 1403 51.71
5455 5456 216.54
8098 8099 321.48
9068 9167 359.99
9498 9499 377.06
9234 9335 366.59
6652 6753 264.09
7534 7635 299.10
2744 2843 108.92
1712 1813 67.96
3796 3895 150.70
3338 3439 132.52
9826 9827 390.06
21 121 0.82
9203 9303 365.34
8162 8262 324.03
9314 9415 369.76
7292 7392 289.50
3551 3552 140.95
2116 2117 83.97
2797 2898 111.06
9702 9802 385.15
6914 7013 274.46
189 190 7.49
1310 1411 52.00
6585 6685 261.43
4757 4858 188.86
649 650 25.74
3596 3697 142.78
7398 7497 293.70
8525 8625 338.43
6325 6426 251.10
2174 2175 86.29
6916 7015 274.54
5073 5074 201.38
949 950 37.65
2956 3057 117.36
2043 2144 81.11
9847 9946 390.91
49 50 1.92
8015 8115 318.18
5461 5560 216.79
1344 1345 53.33
2745 2844 108.96
9397 9398 373.05
1809 1908 71.79
4930 4931 195.69
2332 2433 92.58
3608 3708 143.22
1368 1369 54.29
3391 3490 134.62
2139 2140 84.89
4704 4805 186.74
918 1019 36.44
5758 5857 228.58
5534 5535 219.67
5795 5894 230.06
4535 4635 180.03
8469 8470 336.20
9059 9159 359.64
8085 8186 320.99
7149 7248 283.80
6575 6576 261.01
318 418 12.61
9645 9744 382.89
7548 7647 299.64
4618 4619 183.30
9307 9407 369.47
4090 4191 162.39
6204 6305 246.29
7531 7532 298.95
8649 8749 343.36
8273 8373 328.44
3875 3876 153.82
739 740 29.31
2561 2661 101.67
3241 3340 128.65
8535 8635 338.83
3205 3304 127.21
7037 7138 279.37
1029 1129 40.84
6416 6517 254.71
1402 1501 55.63
87 187 3.46
3292 3391 130.69
1851 1951 73.48
4269 4368 169.47
5636 5736 223.74
526 626 20.87
5050 5150 200.48
1755 1854 69.66
8004 8005 317.72
2234 2334 88.68
6554 6653 260.18
9085 9086 360.66
6908 7008 274.23
1130 1230 44.85
806 905 31.97
3773 3873 149.79
9292 9393 368.91
7686 7786 305.14
6267 6366 248.79
8685 8686 344.78
5376 5475 213.42
889 890 35.28
5739 5839 227.83
8818 8918 350.06
3969 4070 157.58
2455 2554 97.45
4233 4332 168.03
2246 2347 89.17
1957 2057 77.69
29 128 1.13
947 1047 37.59
3759 3760 149.21
9027 9028 358.34
1306 1406 51.83
762 861 30.24
5331 5430 211.62
664 763 26.35
1831 1930 72.67
2409 2410 95.60
7430 7529 294.95
7641 7741 303.34
778 879 30.90
3633 3733 144.22
2553 2654 101.36
3024 3025 120.02
3723 3724 147.77
316 416 12.53
9096 9196 361.12
7778 7878 308.79
8211 8212 325.94
7036 7135 279.31
2882 2883 114.40
7458 7558 296.08
3595 3695 142.73
4336 4435 172.12
9622 9623 381.96
7410 7509 294.15
6077 6078 241.24
3165 3264 125.64
8938 9037 354.82
9300 9400 369.21
7345 7444 291.58
2861 2962 113.59
4648 4649 184.50
7815 7816 310.22
8843 8944 351.07
4083 4184 162.11
319 419 12.65
468 469 18.56
9431 9531 374.40
3333 3334 132.29
7152 7253 283.94
8410 8510 333.86
9017 9118 357.97
5413 5513 214.88
639 740 25.37
1850 1950 73.44
2939 3039 116.67
8413 8414 333.96
1775 1875 70.47
549 648 21.78
1539 1540 61.07
4976 5077 197.56
1292 1391 51.29
8199 8298 325.50
6773 6873 268.89
6170 6271 244.96
9400 9500 373.18
541 641 21.47
2323 2424 92.22
9944 9945 393.47
4061 4161 161.22
2117 2218 84.04
4756 4855 188.80
8722 8822 346.25
5728 5828 227.39
9680 9781 384.31
7546 7645 299.56
8647 8747 343.28
3412 3511 135.43
2228 2229 88.42
508 509 20.13
67 168 2.67
7996 8095 317.44
1246 1347 49.47
3278 3279 130.12
2580 2581 102.41
3882 3983 154.13
3482 3583 138.25
2794 2893 110.92
6472 6572 256.94
4150 4249 164.74
5339 5440 211.96
533 632 21.14
3312 3313 131.45
2367 2468 93.98
8897 8998 353.23
9694 9794 384.86
1198 1297 47.56
6751 6851 268.01
5746 5845 228.10
4058 4159 161.11
1588 1589 63.03
3550 3649 140.92
228 329 9.05
1549 1649 61.49
4165 4264 165.34
9646 9647 382.92
5160 5161 204.83
604 605 23.94
7441 7540 295.39
6176 6277 245.20
4514 4515 179.17
4708 4808 186.89
5881 5982 233.49
2365 2366 93.87
8029 8129 318.74
1998 2097 79.32
7131 7230 283.08
6066 6067 240.80
6640 6739 263.59
8797 8798 349.23
9219 9319 365.98
5048 5148 200.40
1081 1082 42.90
6905 7006 274.12
451 551 17.90
4052 4151 160.85
3911 4012 155.26
6349 6448 252.04
5908 6008 234.53
2129 2229 84.51
6321 6420 250.92
8729 8829 346.53
9270 9371 368.03
3120 3221 123.86
8346 8447 331.34
5911 6011 234.65
5688 5788 225.82
3005 3104 119.27
307 407 12.17
7555 7655 299.93
4251 4252 168.74
6886 6985 273.37
1123 1124 44.55
641 740 25.43
4539 4640 180.20
3118 3218 123.77
9055 9156 359.49
5013 5112 198.99
5643 5744 224.03
7056 7156 280.12
3056 3157 121.33
7763 7764 308.17
8450 8551 335.47
5786 5885 229.70
6237 6336 247.59
7874 7973 312.59
9734 9835 386.44
9522 9623 378.02
8196 8297 325.40
2517 2618 99.92
366 465 14.52
3724 3825 147.84
4886 4986 193.98
7314 7414 290.35
8528 8629 338.56
6525 6624 259.02
8116 8216 322.19
4355 4456 172.90
6083 6183 241.50
991 1091 39.35
8752 8753 347.43
9627 9628 382.16
8987 9086 356.78
3818 3819 151.54
5316 5417 211.04
5510 5611 218.74
8304 8305 329.63
4088 4089 162.28
6783 6883 269.29
7409 7509 294.12
5754 5854 228.43
7560 7660 300.13
5515 5516 218.91
778 779 30.87
365 464 14.48
8352 8453 331.58
8476 8576 336.50
8204 8303 325.67
4765 4864 189.16
5817 5818 230.90
2556 2656 101.47
1708 1808 67.79
2687 2788 106.69
3631 3730 144.13
6867 6966 272.61
7738 7839 307.20
2952 2953 117.17
5427 5428 215.42
5163 5262 204.96
6862 6961 272.41
3227 3327 128.10
1150 1249 45.64
6893 6993 273.66
8389 8490 333.06
4932 5032 195.79
8343 8444 331.22
2107 2208 83.64
6004 6104 238.34
5679 5680 225.44
4975 5074 197.50
3045 3145 120.88
5128 5228 203.57
5089 5188 202.03
1841 1942 73.09
5050 5149 200.47
3074 3075 122.02
6903 7004 274.04
4408 4508 174.98
8934 8935 354.65
8806 8907 349.59
4159 4258 165.10
2311 2411 91.73
7628 7728 302.82
9800 9899 389.05
5168 5267 205.16
5459 5558 216.71
5307 5406 210.66
8115 8215 322.15
2954 3053 117.26
9266 9366 367.86
5634 5635 223.64
1868 1968 74.16
9189 9289 364.81
4153 4253 164.87
9754 9853 387.22
2656 2657 105.42
26 127 1.03
3843 3942 152.55
2746 2847 109.02
1824 1925 72.41
569 668 22.58
3823 3824 151.74
4281 4382 169.97
1593 1692 63.24
2683 2783 106.52
5936 6037 235.66
6851 6852 271.96
4571 4670 181.46
2062 2161 81.85
3651 3750 144.93
273 373 10.84
8861 8961 351.78
4286 4387 170.17
3367 3468 133.68
3260 3359 129.41
3419 3519 135.72
325 424 12.88
6162 6163 244.61
4043 4044 160.48
453 554 17.99
4231 4330 167.95
6739 6740 267.51
764 865 30.34
8610 8711 341.81
8271 8272 328.34
1929 2030 76.58
1299 1399 51.58
5813 5814 230.74
2387 2486 94.76
406 507 16.11
3992 4093 158.50
1785 1884 70.86
7757 7856 307.94
2300 2399 91.30
3568 3667 141.64
2594 2694 102.99
1259 1359 49.98
3628 3727 144.01
482 582 19.14
7662 7762 304.18
492 593 19.55
7812 7912 310.12
7330 7430 290.99
5974 6074 237.17
4285 4286 170.10
4968 4969 197.21
2880 2981 114.35
6530 6630 259.23
5808 5809 230.54
6490 6591 257.67
2439 2440 96.80
401 502 15.91
515 616 20.44
541 642 21.48
4381 4482 173.94
4540 4541 180.21
6590 6691 261.64
5613 5714 222.83
8151 8250 323.58
3516 3517 139.55
7032 7131 279.15
5618 5719 223.03
8026 8127 318.63
9525 9626 378.14
8231 8331 326.76
7654 7655 303.84
7416 7515 294.39
7988 8088 317.13
4827 4927 191.62
9890 9989 392.63
8653 8754 343.53
2892 2893 114.80
7398 7399 293.69
6377 6476 253.16
2888 2988 114.66
2126 2225 84.38
9023 9123 358.20
5951 6052 236.26
2714 2715 107.71
5857 5858 232.50
5714 5813 226.82
4914 4915 195.05
5849 5949 232.20
6185 6286 245.56
5258 5259 208.72
4508 4509 178.93
9402 9502 373.24
1637 1736 64.97
6776 6877 269.02
7759 7858 308.02
1851 1950 73.47
9802 9902 389.12
2438 2539 96.79
1933 2032 76.72
2493 2594 98.99
8194 8293 325.30
5303 5404 210.52
8073 8174 320.51
1362 1462 54.07
289 388 11.47
182 281 7.22
7948 8049 315.54
7553 7653 299.85
7514 7615 298.30
781 882 31.02
3422 3521 135.83
5189 5289 206.01
2100 2200 83.37
8790 8889 348.96
4639 4740 184.17
4510 4610 179.03
9791 9891 388.71
4150 4151 164.73
5783 5784 229.57
4075 4076 161.76
8817 8818 350.00
1818 1917 72.15
2599 2700 103.20
2473 2574 98.19
6005 6104 238.37
1110 1210 44.05
4516 4616 179.27
1332 1432 52.87
1431 1530 56.79
6660 6761 264.41
3988 4087 158.32
6122 6222 243.03
1106 1207 43.90
2577 2678 102.32
7917 8016 314.28
852 951 33.81
4806 4906 190.78
1474 1573 58.51
5164 5265 205.02
855 856 33.92
7126 7226 282.89
4369 4470 173.46
2340 2441 92.90
57 158 2.27
9313 9413 369.71
6204 6303 246.27
9547 9646 379.00
663 762 26.31
6259 6260 248.46
7439 7540 295.33
5767 5768 228.93
1983 2082 78.72
5922 5923 235.07
2655 2756 105.41
816 917 32.39
6775 6776 268.95
586 687 23.28
9519 9619 377.89
4224 4323 167.67
1298 1299 51.52
3166 3167 125.67
9860 9861 391.42
5612 5712 222.78
7810 7910 310.04
450 550 17.86
1104 1203 43.80
5244 5343 208.17
8232 8333 326.81
1260 1359 50.01
1462 1463 58.02
8730 8831 346.58
3197 3198 126.91
1272 1273 50.48
5230 5329 207.61
7380 7481 293.00
6125 6126 243.13
9287 9387 368.70
8038 8139 319.11
6622 6623 262.86
1309 1409 51.95
2593 2694 102.96
5169 5268 205.20
5572 5673 221.22
4553 4652 180.74
3170 3271 125.86
8996 8997 357.13
3447 3448 136.82
3928 4029 155.94
8120 8220 322.35
982 983 38.97
1075 1076 42.66
5314 5414 210.95
9364 9365 371.73
1511 1611 59.97
6158 6159 244.45
6181 6280 245.38
6581 6582 261.25
2798 2898 111.09
9692 9792 384.78
5876 5975 233.27
2549 2550 101.17
8458 8459 335.76
8335 8436 330.90
8418 8519 334.19
7216 7317 286.47
1051 1150 41.71
379 380 15.03
6248 6348 248.04
5219 5220 207.16
9009 9110 357.65
9632 9732 382.38
5048 5147 200.39
3248 3349 128.95
5372 5473 213.28
663 763 26.32
2652 2752 105.28
8048 8149 319.51
3312 3413 131.48
107 206 4.22
52 152 2.06
816 817 32.36
3339 3439 132.55
6831 6931 271.18
7417 7518 294.45
3250 3251 129.00
5283 5383 209.74
162 261 6.42
6003 6102 238.29
8619 8620 342.14
9460 9561 375.57
3355 3455 133.19
1812 1913 71.93
2552 2653 101.32
5086 5187 201.93
3369 3468 133.74
8173 8274 324.48
9301 9401 369.23
2147 2246 85.22
6994 7095 277.68
1961 2061 77.85
7862 7961 312.11
5934 5935 235.55
8751 8851 347.41
763 764 30.27
7922 7923 314.47
8206 8207 325.74
2929 2930 116.25
7339 7438 291.34
4981 5081 197.75
4142 4241 164.42
4417 4517 175.34
5713 5812 226.78
8500 8600 337.45
5485 5486 217.74
7886 7987 313.09
601 701 23.84
5497 5597 218.24
9794 9895 388.84
5141 5240 204.08
5531 5532 219.55
8686 8785 344.83
8041 8141 319.22
6385 6485 253.49
357 458 14.18
8958 9059 355.64
2697 2798 107.09
3877 3978 153.93
1386 1387 55.01
5172 5271 205.32
2348 2448 93.21
2602 2603 103.26
2900 3000 115.13
625 724 24.79
7455 7556 295.97
1325 1426 52.60
1389 1490 55.16
6160 6261 244.56
689 789 27.36
4499 4599 178.62
4129 4229 163.91
2257 2358 89.61
4274 4375 169.69
46 47 1.80
9391 9490 372.82
3694 3793 146.65
335 436 13.30
7483 7583 297.08
2455 2456 97.44
6205 6305 246.32
5121 5221 203.29
2161 2262 85.80
5290 5390 210.02
7437 7537 295.24
9025 9125 358.28
7131 7132 283.07
3349 3350 132.93
3791 3890 150.50
1324 1423 52.54
7573 7574 300.63
2871 2970 113.97
7016 7117 278.53
6041 6140 239.81
1119 1220 44.42
491 592 19.51
6799 6899 269.93
6461 6561 256.50
1452 1553 57.65
1790 1889 71.06
6493 6594 257.79
9435 9534 374.55
9412 9511 373.63
5281 5282 209.64
7180 7280 285.05
4619 4620 183.34
2889 2989 114.70
9741 9840 386.70
8155 8254 323.74
5749 5849 228.23
1694 1793 67.25
3408 3409 135.26
7032 7132 279.16
3771 3870 149.70
869 969 34.50
7471 7571 296.60
6090 6189 241.77
9399 9498 373.14
5925 6026 235.22
8600 8699 341.41
1558 1659 61.86
2069 2168 82.13
8748 8848 347.29
3466 3565 137.59
1459 1558 57.91
8929 9029 354.47
430 531 17.07
7729 7730 306.81
5501 5601 218.37
3858 3957 153.15
7258 7259 288.12
7310 7311 290.17
51 152 2.03
7227 7326 286.89
3530 3629 140.12
9426 9527 374.21
8817 8916 350.01
2088 2188 82.90
3742 3743 148.53
7629 7728 302.85
6530 6631 259.24
3589 3590 142.47
5580 5681 221.54
6232 6233 247.38
9382 9481 372.46
9775 9876 388.08
9320 9321 369.97
3747 3846 148.74
3632 3633 144.16
852 953 33.83
5872 5873 233.10
2298 2398 91.24
9783 9883 388.39
5716 5815 226.90
2482 2483 98.52
3245 3344 128.81
4297 4396 170.59
2717 2818 107.86
7150 7249 283.84
2504 2603 99.38
6880 6979 273.13
430 529 17.05
1147 1247 45.53
7791 7892 309.32
2630 2631 104.38
1086 1087 43.10
6846 6945 271.77
8145 8244 323.34
7030 7129 279.07
4557 4558 180.89
9036 9137 358.73
9251 9252 367.24
4674 4775 185.57
1685 1686 66.88
2753 2754 109.27
4899 4900 194.48
5356 5357 212.61
9677 9776 384.17
1956 2057 77.66
7090 7091 281.46
2773 2872 110.08
5924 5925 235.15
5681 5782 225.55
7488 7489 297.26
2625 2726 104.21
7957 8057 315.89
9192 9293 364.94
7029 7130 279.05
9660 9760 383.50
5493 5592 218.07
2573 2672 102.14
9089 9189 360.84
9412 9512 373.64
2776 2875 110.20
1777 1876 70.54
9467 9568 375.85
8864 8964 351.90
9229 9330 366.39
3054 3154 121.24
8969 9068 356.06
3131 3132 124.27
1743 1842 69.18
6193 6293 245.87
3235 3334 128.41
4419 4518 175.41
8281 8381 328.76
5474 5475 217.30
1357 1457 53.87
5171 5270 205.28
202 303 8.01
2236 2337 88.77
5536 5636 219.77
9150 9151 363.23
8986 9087 356.76
6709 6810 266.34
907 1007 35.99
2518 2618 99.95
1232 1332 48.90
1009 1108 40.03
4976 5076 197.55
4131 4230 163.98
7390 7490 293.39
8774 8775 348.31
3925 4024 155.80
2488 2587 98.77
6484 6583 257.41
9461 9561 375.60
2469 2568 98.01
6113 6214 242.68
127 128 5.01
4466 4567 177.31
3278 3379 130.15
2339 2439 92.85
8156 8255 323.78
7651 7752 303.75
133 134 5.25
1033 1132 40.99
4536 4636 180.07
872 873 34.60
