40000 158802
34281 34282 1366.07
8925 8926 355.64
16598 16799 661.45
10937 11138 435.85
16818 16819 670.16
20796 20797 828.71
34919 34920 1391.50
36462 36661 1452.99
11335 11534 451.69
14720 14920 586.59
36217 36218 1443.21
19578 19779 780.20
13741 13742 547.56
23194 23393 924.28
10539 10740 419.99
18915 19114 753.75
32300 32499 1287.14
8431 8630 335.95
659 860 26.26
37445 37446 1492.15
6417 6616 255.69
168 169 6.68
29591 29791 1179.21
34672 34872 1381.67
16872 17073 672.35
31577 31778 1258.36
2890 2891 115.14
19413 19612 773.58
29782 29783 1186.80
21066 21067 839.45
18585 18786 740.63
7970 8170 317.61
873 1073 34.78
26865 27064 1070.55
9296 9497 370.45
37202 37401 1482.47
9743 9942 388.25
14731 14732 587.01
4907 5106 195.53
13531 13732 539.22
32120 32319 1279.97
31308 31509 1247.63
10408 10607 414.73
8504 8505 338.86
37996 37997 1514.13
14863 15063 592.28
24726 24927 985.34
7504 7703 299.02
19576 19775 780.10
29187 29387 1163.11
32183 32382 1282.49
38374 38573 1529.20
37651 37852 1500.39
8652 8852 344.77
3909 3910 155.75
14508 14708 578.14
24402 24601 972.39
11566 11765 460.90
3342 3343 133.16
1801 2001 71.75
23412 23613 932.96
27441 27641 1093.51
22212 22413 885.14
8898 8899 354.56
25775 25776 1027.12
1682 1683 67.00
2058 2059 81.98
20817 21018 829.55
3949 4148 157.36
27111 27310 1080.36
12381 12580 493.38
32625 32825 1300.09
8990 8991 358.24
37319 37520 1487.17
23603 23604 940.54
9621 9822 383.39
9869 10070 393.28
16975 17176 676.47
33174 33375 1322.00
18751 18952 747.24
24711 24911 984.73
11026 11227 439.38
5399 5598 215.15
37099 37300 1478.40
10557 10558 420.68
15882 15883 632.87
36124 36325 1439.55
29862 29863 1189.97
19914 20115 793.58
19744 19745 786.78
9113 9114 363.13
24208 24409 964.68
34562 34762 1377.30
4835 5036 192.67
33437 33637 1332.45
37132 37133 1479.69
11390 11591 453.91
8563 8762 341.23
469 668 18.67
13627 13827 543.02
3176 3376 126.57
33371 33372 1329.82
25073 25273 999.15
5072 5273 202.12
29047 29248 1157.52
35462 35463 1413.13
36085 36285 1437.98
30283 30482 1206.76
36186 36187 1442.00
16967 17168 676.15
13827 14027 550.99
20584 20585 820.26
123 323 4.90
29994 30195 1195.28
13045 13245 519.83
13880 14080 553.11
8115 8315 323.38
26583 26783 1059.34
549 550 21.86
34594 34795 1378.59
29578 29777 1178.68
23711 23712 944.86
10041 10042 400.10
1507 1707 60.05
26943 26944 1073.66
877 1076 34.93
39576 39776 1577.11
22899 23099 912.52
10611 10811 422.83
26218 26419 1044.78
21219 21418 845.55
2299 2300 91.59
36085 36086 1437.96
13479 13480 537.11
38840 39041 1547.77
15102 15303 601.82
27820 28021 1108.62
20678 20679 823.99
11282 11482 449.58
30123 30322 1200.39
31104 31305 1239.50
30422 30622 1212.30
36941 37142 1472.11
34550 34750 1376.82
33960 34160 1353.31
1874 2073 74.66
24692 24891 983.96
17856 18057 711.56
30253 30452 1205.56
1517 1518 60.43
32392 32591 1290.82
7654 7854 305.00
38251 38252 1524.27
4947 5148 197.15
5598 5798 223.09
37061 37262 1476.88
28256 28455 1125.98
32730 32731 1304.27
34699 34700 1382.73
32151 32352 1281.23
4228 4229 168.45
19802 20002 789.09
11586 11786 461.71
4363 4563 173.87
18253 18452 727.36
25901 26101 1032.15
5982 6183 238.40
2972 3172 118.44
11787 11788 469.70
15711 15910 626.07
27105 27106 1080.11
20394 20595 812.72
1368 1568 54.52
39329 39529 1567.26
34261 34462 1365.30
17854 18055 711.48
19087 19088 760.59
36820 36821 1467.24
16090 16291 641.19
13404 13405 534.11
5071 5271 202.07
22225 22424 885.64
2386 2585 95.08
27693 27894 1103.57
36115 36316 1439.19
25828 25829 1029.21
18297 18497 729.13
15647 15847 623.52
26971 26972 1074.78
7336 7337 292.32
20123 20124 801.88
30865 31065 1229.96
9903 10104 394.64
29533 29732 1176.88
21785 21986 868.15
21040 21241 838.44
31924 32125 1272.18
15317 15517 610.38
26763 26764 1066.49
5101 5102 203.25
38015 38216 1514.89
8232 8433 328.04
2734 2933 108.94
14907 15107 594.04
26702 26903 1064.08
32978 33177 1314.17
24100 24101 960.36
9926 9927 395.53
38775 38976 1545.20
30650 30651 1221.37
34613 34614 1379.29
30548 30747 1217.33
12385 12585 493.55
7713 7913 307.36
3086 3087 122.95
30051 30251 1197.52
10937 10938 435.82
22321 22521 889.49
5955 6156 237.32
20460 20661 815.33
17115 17315 682.03
23960 24159 954.80
4016 4217 160.03
17865 17866 711.89
4161 4361 165.82
22709 22710 904.93
19313 19512 769.61
3564 3765 142.04
38897 38898 1550.02
39534 39733 1575.42
18429 18630 734.39
23949 24149 954.37
38502 38702 1534.30
16059 16060 639.92
8796 8797 350.51
2775 2976 110.60
2016 2217 80.33
2727 2728 108.65
2867 2868 114.22
11251 11252 448.32
34504 34703 1374.97
22042 22043 878.34
27595 27794 1099.66
10743 10942 428.10
7886 8086 314.25
29803 30004 1187.64
13973 14174 556.84
27490 27491 1095.45
3680 3880 146.64
30707 30907 1223.67
26368 26569 1050.78
1322 1523 52.69
37123 37323 1479.35
6118 6319 243.81
6498 6697 258.93
7669 7670 305.58
35047 35246 1396.60
21091 21291 840.47
36759 36960 1464.86
21735 21935 866.14
28195 28396 1123.59
30425 30624 1212.41
12409 12609 494.48
8552 8751 340.79
26862 26863 1070.42
28384 28584 1131.11
9917 10116 395.18
33792 33793 1346.60
29159 29360 1162.00
13413 13613 534.49
3098 3099 123.43
37282 37283 1485.66
10086 10286 401.92
33028 33227 1316.14
5570 5769 221.96
18271 18471 728.09
3282 3481 130.77
33167 33367 1321.71
37216 37217 1483.02
13551 13552 539.99
13316 13317 530.62
15895 15896 633.39
3174 3373 126.48
6079 6279 242.24
30681 30880 1222.62
11706 11907 466.49
7173 7372 285.84
37706 37907 1502.59
19818 20019 789.74
27944 28143 1113.56
26695 26696 1063.77
20454 20653 815.07
27752 27953 1105.93
1449 1650 57.74
32881 33082 1310.31
33190 33191 1322.61
3463 3662 137.98
3503 3703 139.59
16289 16290 649.09
4878 5078 194.38
20014 20214 797.54
13281 13482 529.25
729 930 29.06
2460 2659 98.01
18398 18599 733.18
22663 22862 903.10
9193 9194 366.33
34572 34771 1377.69
10281 10282 409.67
13710 13910 546.34
9865 10066 393.12
36453 36654 1452.65
14718 14917 586.50
20929 21128 834.01
15786 15986 629.08
27829 28029 1108.97
34580 34581 1378.00
11343 11542 452.01
24019 24020 957.12
31999 32000 1275.15
28868 29069 1150.39
17526 17727 698.42
24997 25198 996.15
22007 22207 876.96
19589 19790 780.64
4891 4892 194.88
31139 31140 1240.87
36457 36657 1452.80
34565 34766 1377.43
14336 14337 571.27
14778 14779 588.89
13662 13863 544.43
12764 12965 508.66
10904 10905 434.50
432 632 17.20
2769 2770 110.33
24175 24176 963.36
31901 32102 1271.26
4247 4447 169.23
26129 26330 1041.25
10589 10590 421.96
27637 27836 1101.31
39075 39275 1557.13
36966 37165 1473.09
2760 2959 109.98
20770 20771 827.67
30225 30426 1204.46
38831 39031 1547.40
20479 20678 816.07
8878 9077 353.77
14390 14589 573.44
2781 2980 110.82
39541 39741 1575.71
18934 19134 754.52
25978 26177 1035.22
23904 24105 952.58
25177 25178 1003.29
34027 34227 1355.96
35833 36033 1427.93
35735 35935 1424.04
2311 2511 92.09
3299 3300 131.44
3439 3639 137.03
15262 15461 608.17
5380 5579 214.39
15197 15396 605.60
4438 4439 176.82
5385 5585 214.60
24232 24433 965.64
5080 5081 202.41
24112 24311 960.85
34469 34670 1373.59
35203 35403 1402.82
35090 35291 1398.34
22941 22942 914.18
11949 12150 476.18
27737 27936 1105.31
38269 38470 1525.02
26555 26754 1058.21
3357 3558 133.79
5558 5559 221.47
6629 6828 264.14
16156 16355 643.81
4643 4644 184.99
28268 28468 1126.47
19809 20008 789.36
20986 21187 836.31
14831 15030 590.99
3444 3645 137.24
10726 10926 427.43
33970 34170 1353.71
6277 6478 250.14
23558 23759 938.80
21024 21223 837.78
31537 31737 1256.75
15929 16130 634.78
29793 29992 1187.25
21680 21681 863.92
14195 14395 565.68
10356 10357 412.67
36243 36443 1444.27
19527 19728 778.16
13805 14005 550.11
3013 3212 120.04
3353 3554 133.63
11528 11729 459.40
6284 6483 250.40
4618 4819 184.02
1396 1595 55.63
27176 27377 1082.98
38467 38468 1532.88
21849 22050 870.68
27537 27738 1097.36
32784 32785 1306.43
39477 39678 1573.16
28003 28204 1115.91
22802 23003 908.65
36555 36755 1456.72
30701 30901 1223.43
35328 35329 1407.80
4667 4867 185.97
17232 17432 686.68
13044 13045 519.77
20911 20912 833.28
25428 25627 1013.28
28842 29042 1149.34
22001 22202 876.73
29120 29319 1160.42
32742 32743 1304.75
15312 15511 610.17
2635 2636 104.97
38188 38189 1521.78
8196 8397 326.63
16377 16577 652.63
38912 39112 1550.64
24228 24428 965.47
964 1164 38.42
29845 30046 1189.32
4334 4534 172.71
28079 28280 1118.95
14931 15132 595.01
3574 3774 142.43
36238 36439 1444.08
141 341 5.62
25539 25738 1017.72
37303 37504 1486.53
7586 7785 302.30
29117 29317 1160.31
39210 39211 1562.48
13762 13962 548.42
9265 9466 369.21
15408 15409 613.97
13072 13073 520.89
14967 15166 596.43
35495 35695 1414.47
34179 34380 1362.05
16679 16880 664.66
8990 9189 358.25
416 417 16.54
7637 7837 304.32
26589 26790 1059.59
37254 37453 1484.55
15989 16190 637.18
32117 32118 1279.84
4223 4423 168.27
2505 2706 99.83
23478 23678 935.59
15703 15704 625.74
38350 38351 1528.23
5193 5393 206.95
22446 22647 894.47
5942 6142 236.79
15077 15276 600.80
28916 28917 1152.28
36481 36482 1453.74
9406 9606 374.81
36960 37160 1472.86
17645 17844 703.13
22430 22431 893.80
21904 21905 872.85
20125 20126 801.96
26713 26714 1064.49
4251 4451 169.39
10779 10780 429.53
19184 19185 764.47
12201 12401 486.19
13133 13333 523.35
32528 32529 1296.22
35291 35490 1406.33
12007 12206 478.45
24416 24615 972.95
39533 39734 1575.40
38771 38772 1545.01
444 645 17.69
6520 6720 259.82
13124 13323 522.98
23809 23810 948.75
32715 32916 1303.70
6404 6604 255.18
21139 21338 842.38
335 534 13.34
21331 21531 850.04
37795 37796 1506.12
8593 8792 342.43
29052 29053 1157.69
4543 4744 181.05
28057 28257 1118.06
17924 18125 714.28
16723 16922 666.40
20616 20815 821.52
8340 8539 332.34
30350 30551 1209.46
29241 29441 1165.24
19985 20185 796.41
5610 5611 223.52
10223 10422 407.36
22379 22380 891.79
2055 2256 81.89
35477 35677 1413.75
17096 17297 681.28
28702 28901 1143.76
33047 33247 1316.91
5741 5940 228.77
2170 2370 86.48
26037 26238 1037.57
16525 16725 658.52
1087 1286 43.30
1843 2044 73.44
25806 26007 1028.36
23758 23959 946.77
23292 23293 928.16
6395 6596 254.86
5342 5543 212.89
32211 32412 1283.60
23747 23947 946.32
22692 22891 904.26
1771 1970 70.57
2006 2206 79.92
12841 12842 511.68
20108 20308 801.30
30532 30732 1216.70
28719 28920 1144.46
25875 25876 1031.09
20870 21070 831.66
19853 20054 791.14
32072 32272 1278.06
580 781 23.13
38812 38813 1546.62
26764 26964 1066.55
8193 8394 326.51
4763 4962 189.80
38621 38822 1539.04
27299 27499 1087.86
27737 27937 1105.32
23807 24008 948.70
2770 2771 110.37
29540 29741 1177.18
37989 37990 1513.85
24 224 0.94
8652 8853 344.78
2726 2727 108.61
9389 9590 374.17
5109 5308 203.58
30176 30177 1202.50
24230 24430 965.55
37420 37421 1491.15
32234 32434 1284.51
4582 4783 182.61
22928 23127 913.67
16150 16349 643.57
25196 25396 1004.07
37596 37597 1498.19
28860 29061 1150.07
13550 13750 539.97
39558 39559 1576.37
21062 21263 839.32
23375 23575 931.50
38434 38634 1531.58
37587 37787 1497.85
4984 4985 198.60
30244 30443 1205.20
17633 17832 702.65
25020 25221 997.04
22284 22485 888.02
3556 3557 141.69
19124 19324 762.09
2867 3067 114.24
8935 8936 356.04
39111 39112 1558.55
21945 22144 874.50
18477 18677 736.30
4744 4945 189.06
32379 32580 1290.32
19733 19734 786.34
6295 6494 250.84
15074 15075 600.67
4882 4883 194.52
32332 32531 1288.42
12881 13081 513.30
30568 30769 1218.15
17798 17999 709.27
36779 36978 1465.64
28685 28686 1143.07
17203 17204 685.50
16911 17111 673.90
34416 34617 1371.47
13946 14146 555.75
25099 25300 1000.20
32079 32279 1278.34
4343 4543 173.07
39626 39825 1579.07
24234 24434 965.71
7676 7677 305.86
32134 32334 1280.54
31492 31693 1254.96
9813 10012 391.02
18027 18028 718.34
13604 13605 542.08
27115 27314 1080.52
22708 22908 904.91
14119 14319 562.64
36521 36522 1455.34
8658 8858 345.01
28507 28706 1135.99
6595 6796 262.83
12416 12616 494.76
37845 38045 1508.11
4272 4471 170.22
24363 24562 970.86
19849 20049 790.97
3091 3291 123.17
34842 35042 1388.44
14981 15181 597.00
15321 15522 610.55
4539 4738 180.87
21901 22101 872.75
16124 16125 642.52
17010 17011 677.81
8900 9101 354.67
28846 28847 1149.48
23526 23726 937.51
28432 28633 1133.01
24401 24601 972.36
14834 15034 591.12
16139 16338 643.13
22638 22639 902.09
28179 28379 1122.94
24291 24490 967.98
32705 32906 1303.30
22802 23001 908.63
35935 36135 1432.01
17020 17219 678.22
11075 11274 441.32
27352 27551 1089.97
25210 25409 1004.59
11481 11681 457.51
2908 2909 115.86
29073 29074 1158.53
35308 35309 1407.00
27724 27923 1104.79
35460 35461 1413.05
13188 13189 525.53
11135 11336 443.74
39129 39330 1559.30
37286 37486 1485.84
424 623 16.87
15991 16190 637.24
5462 5662 217.65
7276 7476 289.94
11875 12076 473.22
20240 20439 806.54
452 651 17.99
38591 38791 1537.86
36465 36664 1453.11
30873 31072 1230.27
22976 23176 915.60
27981 28181 1115.05
19816 20016 789.65
35632 35633 1419.90
24913 25113 992.78
21419 21619 853.53
5558 5757 221.48
20477 20678 816.01
31327 31328 1248.36
11968 12169 476.94
26746 26945 1065.82
29319 29518 1168.35
23340 23341 930.08
11540 11740 459.87
39326 39527 1567.15
34421 34622 1371.67
26183 26383 1043.40
10207 10407 406.73
24186 24187 963.80
30214 30415 1204.02
2751 2951 109.63
3726 3925 148.47
35343 35542 1408.41
29155 29355 1161.83
17742 17943 707.03
18726 18926 746.23
7054 7253 281.08
10802 11001 430.43
16624 16824 662.45
29047 29247 1157.51
32786 32986 1306.53
9581 9782 381.82
28464 28664 1134.28
2808 3007 111.87
21252 21453 846.89
3628 3827 144.55
10225 10226 407.43
10029 10230 399.65
8506 8706 338.96
32605 32804 1299.28
18171 18372 724.13
29729 29928 1184.69
34018 34219 1355.61
19183 19383 764.45
32353 32552 1289.26
6272 6471 249.92
3068 3268 122.25
37241 37242 1484.02
38283 38483 1525.57
20321 20322 809.77
17458 17459 695.67
14641 14642 583.41
102 301 4.05
15430 15630 614.87
11934 12133 475.56
26812 27011 1068.43
7476 7677 297.92
10005 10204 398.67
2910 3111 115.97
33133 33333 1320.35
5430 5431 216.35
31155 31354 1241.52
36890 37089 1470.05
6169 6368 245.83
36867 37068 1469.15
16066 16267 640.23
35820 36021 1427.42
19826 19827 790.03
16055 16056 639.76
5021 5222 200.08
1794 1994 71.50
13816 14017 550.56
38066 38265 1516.91
2447 2646 97.49
31317 31516 1247.97
10925 10926 435.34
29745 29946 1185.35
9280 9481 369.81
34657 34857 1381.07
20133 20334 802.31
28196 28395 1123.61
36531 36730 1455.75
20775 20776 827.87
7127 7328 284.02
14534 14535 579.16
10066 10266 401.12
16925 16926 674.44
25561 25760 1018.60
33704 33903 1343.09
7740 7741 308.42
14481 14682 577.07
438 638 17.44
28618 28818 1140.41
23698 23699 944.34
25201 25202 1004.23
14980 14981 596.94
24145 24344 962.17
27534 27734 1097.23
18 218 0.70
24735 24934 985.68
31907 32107 1271.49
38854 39053 1548.31
31024 31025 1236.27
1452 1653 57.86
11640 11641 463.82
15604 15605 621.78
15878 15879 632.71
34268 34469 1365.58
30871 31070 1230.19
7977 7978 317.87
3616 3816 144.08
35973 36174 1433.54
8927 9127 355.74
15396 15595 613.53
1949 2149 77.67
29060 29061 1158.01
37102 37302 1478.51
1984 1985 79.05
26673 26872 1062.90
15673 15674 624.54
25213 25214 1004.70
13603 13604 542.04
18804 19003 749.31
18740 18741 746.77
36781 36982 1465.74
5509 5709 219.53
6965 6966 277.54
27461 27662 1094.32
8684 8885 346.06
24192 24193 964.04
29654 29854 1181.70
31348 31547 1249.21
1125 1325 44.83
10222 10422 407.33
33144 33344 1320.79
34732 34933 1384.08
32076 32277 1278.23
25641 25642 1021.76
13939 13940 555.45
6087 6286 242.55
37687 37887 1501.82
15315 15515 610.30
5566 5767 221.82
3718 3918 148.16
7652 7853 304.93
35560 35561 1417.05
34380 34579 1370.04
13082 13281 521.30
15178 15377 604.84
1558 1758 62.09
26651 26652 1062.01
38189 38388 1521.83
24754 24953 986.44
29127 29326 1160.70
16300 16301 649.53
35644 35845 1420.41
1179 1379 46.99
11897 12097 474.09
4077 4276 162.45
21783 21983 868.06
4459 4660 177.69
30592 30792 1219.10
34904 35104 1390.92
1085 1284 43.22
17321 17322 690.22
15729 15730 626.78
17005 17204 677.62
2333 2532 92.96
11761 11962 468.69
19440 19640 774.67
32598 32798 1299.04
31784 31984 1266.60
3254 3255 129.64
7436 7635 296.30
35391 35592 1410.35
19069 19070 759.87
13892 14093 553.60
23522 23722 937.35
15983 16184 636.94
25792 25991 1027.81
29894 29895 1191.25
899 900 35.80
7695 7696 306.62
10488 10689 417.95
13511 13710 538.40
7920 7921 315.59
7051 7252 280.98
8114 8315 323.35
26592 26793 1059.71
19422 19622 773.95
30923 31123 1232.28
38974 39175 1553.13
33805 34005 1347.11
9481 9681 377.81
27515 27714 1096.46
27100 27299 1079.92
30142 30342 1201.16
29303 29503 1167.72
33844 34044 1348.67
5870 5871 233.89
7371 7372 293.72
30784 30785 1226.73
3186 3387 126.98
18000 18199 717.29
38259 38459 1524.61
25046 25246 998.07
22434 22634 893.98
29527 29726 1176.64
3880 4081 154.62
19152 19352 763.21
16324 16523 650.50
32471 32472 1293.94
10194 10395 406.25
5241 5441 208.84
16865 17065 672.06
583 584 23.22
5028 5227 200.34
12311 12512 490.60
8910 9110 355.06
16155 16354 643.77
5580 5780 222.37
37244 37444 1484.16
22645 22846 902.40
22110 22311 881.09
13672 13872 544.82
16815 17014 670.05
9040 9239 360.22
65 266 2.59
20193 20194 804.68
5328 5527 212.31
17354 17554 691.56
472 473 18.78
37215 37416 1483.01
21070 21269 839.62
22923 23122 913.47
38467 38667 1532.90
10566 10767 421.07
29580 29781 1178.78
31817 31818 1267.87
25852 25853 1030.17
25879 26078 1031.26
28376 28377 1130.77
785 786 31.27
22743 22944 906.32
23647 23846 942.31
3280 3281 130.68
13951 14152 555.96
34570 34769 1377.61
28656 28657 1141.91
37838 38039 1507.84
27278 27479 1087.03
33433 33434 1332.27
35403 35602 1410.78
39953 39954 1587.56
26596 26795 1059.85
11937 12137 475.69
22997 23197 916.44
6102 6301 243.15
18053 18253 719.40
22628 22629 901.69
9566 9767 381.22
15485 15684 617.06
16040 16041 639.16
34246 34445 1364.68
11211 11412 446.75
24828 25029 989.39
38628 38828 1539.31
35380 35580 1409.90
35563 35564 1417.17
9899 10100 394.48
12707 12908 506.38
18005 18205 717.48
5039 5239 200.79
24068 24267 959.09
8682 8683 345.95
7832 7833 312.07
18922 19122 754.04
13306 13307 530.22
16236 16436 646.99
1926 1927 76.73
21615 21616 861.32
14332 14531 571.12
33134 33333 1320.38
25513 25514 1016.67
3993 4192 159.12
18012 18212 717.76
34661 34860 1381.22
27320 27519 1088.69
22918 23119 913.29
31419 31420 1252.01
22686 22687 904.01
15732 15933 626.93
28434 28435 1133.06
21270 21471 847.61
29735 29934 1184.93
37598 37799 1498.30
33561 33761 1337.41
29824 30023 1188.46
26676 26876 1063.03
32117 32318 1279.87
25635 25636 1021.52
31547 31548 1257.13
32299 32499 1287.11
33300 33499 1326.99
24682 24883 983.58
20153 20154 803.08
20123 20324 801.91
8056 8257 321.03
3188 3387 127.04
22474 22675 895.59
37655 37854 1500.53
30609 30809 1219.75
14308 14508 570.17
17723 17724 706.24
35995 36194 1434.40
12864 13064 512.62
22174 22374 883.64
25927 26126 1033.18
3189 3390 127.10
29182 29183 1162.89
36004 36204 1434.74
22366 22566 891.29
17873 18074 712.24
35019 35219 1395.49
39640 39641 1579.62
18932 19131 754.43
21283 21482 848.11
22589 22788 900.17
29991 29992 1195.13
8021 8022 319.60
12162 12363 484.67
17408 17409 693.67
23231 23432 925.75
102 303 4.07
5559 5560 221.51
14065 14264 560.47
14342 14541 571.52
15287 15486 609.17
35061 35261 1397.17
1762 1961 70.21
28524 28525 1136.66
31153 31352 1241.44
21350 21549 850.79
27818 28019 1108.54
10062 10063 400.94
16199 16400 645.55
14035 14234 559.27
8480 8680 337.92
29719 29720 1184.28
16818 17017 670.17
6775 6974 269.98
38514 38714 1534.78
13988 14188 557.43
12015 12215 478.78
10329 10330 411.59
38405 38406 1530.40
21392 21592 852.48
32908 33109 1311.39
39562 39761 1576.54
22955 23154 914.75
21677 21678 863.80
11938 12138 475.73
19918 20118 793.73
27066 27067 1078.55
9664 9665 385.08
22890 22891 912.14
17233 17434 686.73
9438 9637 376.08
20820 21019 829.65
6642 6842 264.67
11978 12178 477.33
31997 32198 1275.10
31248 31448 1245.22
39157 39356 1560.40
31815 31816 1267.79
2224 2425 88.62
37125 37326 1479.44
25757 25956 1026.41
9743 9744 388.24
27147 27347 1081.81
19976 20175 796.04
3492 3692 139.15
10534 10734 419.78
31647 31648 1261.10
33690 33691 1342.52
8726 8927 347.74
21816 22015 869.34
34967 35166 1393.43
8253 8453 328.87
18746 18947 747.04
10436 10637 415.87
13937 13938 555.37
22488 22687 896.13
11844 12044 471.97
4701 4900 187.32
30597 30798 1219.31
14413 14414 574.32
33952 33953 1352.97
1959 1960 78.05
26179 26378 1043.23
7387 7388 294.36
7661 7860 305.27
405 604 16.11
7483 7683 298.19
14005 14206 558.09
31122 31323 1240.22
29175 29176 1162.61
32512 32513 1295.58
10237 10436 407.92
753 754 29.99
19589 19789 780.63
36210 36409 1442.94
11998 12197 478.12
3497 3698 139.36
35689 35890 1422.21
10696 10895 426.22
23846 24045 950.24
24859 25058 990.61
23622 23823 941.33
6349 6350 252.99
31811 31812 1267.63
23059 23060 918.87
36799 36998 1466.44
8894 9093 354.41
37836 38037 1507.76
19062 19263 759.62
17137 17336 682.90
20362 20562 811.43
1476 1676 58.81
37081 37281 1477.67
14724 14725 586.73
13966 14165 556.54
16230 16430 646.75
27654 27855 1102.01
6681 6880 266.22
13813 14014 550.44
10198 10399 406.41
7449 7649 296.83
19359 19360 771.44
7313 7514 291.43
32053 32252 1277.29
38186 38387 1521.73
24169 24369 963.14
30440 30639 1213.01
38732 38933 1543.48
3198 3398 127.45
5549 5749 221.13
16993 16994 677.16
14543 14742 579.53
31704 31903 1263.39
20202 20403 805.04
22856 22857 910.78
13039 13240 519.60
23710 23910 944.84
26850 27051 1069.97
9795 9796 390.32
23880 24080 951.61
10361 10561 412.89
8223 8422 327.66
20634 20635 822.23
14886 15087 593.21
22622 22821 901.46
35438 35638 1412.19
260 461 10.36
223 424 8.88
37782 37981 1505.61
11431 11632 455.52
24577 24776 979.39
36130 36131 1439.76
16860 17059 671.85
35131 35332 1399.98
13359 13560 532.37
22455 22655 894.82
7031 7232 280.18
29969 30169 1194.27
24078 24278 959.50
5647 5648 225.00
12413 12614 494.65
13945 14144 555.70
2796 2997 111.44
25031 25231 997.47
2758 2759 109.89
5002 5201 199.30
26817 27018 1068.65
39398 39399 1570.00
8416 8615 335.35
585 785 23.32
967 1166 38.53
17134 17335 682.80
15730 15731 626.82
34455 34456 1373.00
21485 21486 856.15
6340 6541 252.66
29092 29292 1159.31
33775 33976 1345.95
5874 6075 234.08
19022 19222 758.01
34590 34789 1378.41
3602 3803 143.53
27658 27857 1102.15
1219 1419 48.56
15442 15641 615.34
18019 18020 718.02
36540 36741 1456.13
34676 34877 1381.84
19114 19115 761.67
37970 38171 1513.12
163 164 6.48
26700 26701 1063.97
1279 1479 50.96
22018 22019 877.38
18106 18305 721.51
7668 7867 305.55
19250 19251 767.08
21414 21614 853.33
37959 37960 1512.65
9463 9464 377.07
23470 23671 935.28
13909 14108 554.26
33210 33410 1323.40
30122 30123 1200.34
14694 14893 585.54
4805 5005 191.46
14261 14461 568.29
9945 10146 396.32
39746 39945 1583.87
29677 29876 1182.61
27363 27562 1090.41
32865 33064 1309.65
20698 20699 824.79
3063 3064 122.03
346 545 13.78
15129 15329 602.89
16379 16579 652.71
38339 38540 1527.82
23814 24015 948.98
38204 38205 1522.39
5981 6181 238.35
17126 17327 682.48
32629 32829 1300.25
30603 30802 1219.50
23753 23954 946.57
4507 4708 179.61
13087 13287 521.51
5588 5787 222.68
24750 24751 986.27
23369 23370 931.24
4906 5106 195.50
4859 5058 193.61
37512 37712 1494.85
29466 29665 1174.20
4701 4902 187.34
39739 39940 1583.61
5657 5857 225.42
36031 36231 1435.82
35644 35843 1420.39
25597 25798 1020.06
16501 16502 657.54
11760 11961 468.65
10820 11021 431.17
18207 18208 725.51
3568 3569 142.17
28 229 1.11
23052 23252 918.61
12391 12392 493.77
4641 4841 184.93
5592 5792 222.85
25374 25575 1011.17
33208 33408 1323.32
18594 18595 740.96
2964 2965 118.10
10189 10390 406.05
30040 30041 1197.06
25088 25287 999.74
14201 14202 565.88
21119 21319 841.59
1354 1355 53.94
39228 39429 1563.23
19186 19187 764.55
16896 17095 673.29
15044 15045 599.47
26917 27116 1072.63
28509 28510 1136.06
785 986 31.30
28016 28017 1116.40
21033 21233 838.15
33318 33319 1327.70
897 1096 35.73
16280 16479 648.74
3039 3238 121.08
10272 10471 409.32
3016 3217 120.18
18691 18890 744.82
9256 9257 368.82
16333 16532 650.86
7438 7638 296.39
11928 12127 475.32
21682 21882 864.02
24330 24331 969.53
27958 28159 1114.14
27471 27670 1094.70
36258 36459 1444.88
17211 17412 685.85
5357 5556 213.47
4266 4267 169.97
23070 23071 919.31
21671 21870 863.57
22451 22652 894.67
22987 22988 916.02
3896 4096 155.25
18703 18904 745.32
21759 21959 867.10
15176 15177 604.75
19080 19281 760.34
11295 11296 450.08
16942 17143 675.15
39487 39688 1573.56
6833 7033 272.28
1151 1351 45.87
8781 8982 349.94
22566 22765 899.25
19039 19040 758.67
28276 28477 1126.80
18188 18388 724.80
7895 7896 314.59
31147 31348 1241.22
31584 31585 1258.61
34575 34775 1377.82
9404 9605 374.74
26989 27188 1075.51
17239 17440 686.97
36974 37175 1473.43
12865 13066 512.67
39365 39565 1568.70
6730 6931 268.20
28676 28877 1142.74
8204 8405 326.92
25548 25749 1018.10
15497 15697 617.55
16794 16993 669.24
28308 28309 1128.05
27912 28112 1112.29
12826 12827 511.08
25819 26019 1028.87
17846 17847 711.13
22534 22734 897.98
11219 11420 447.07
23337 23338 929.96
24364 24565 970.92
37828 37829 1507.41
25092 25093 999.89
2805 3006 111.77
33156 33356 1321.27
26894 27095 1071.73
12975 13176 517.07
7258 7459 289.23
5297 5298 211.06
10549 10748 420.37
10725 10925 427.39
37968 38167 1513.02
25706 25905 1024.37
30130 30131 1200.66
19648 19849 782.97
35349 35350 1408.64
9056 9256 360.87
23849 24050 950.38
16932 17132 674.74
14702 14903 585.88
13760 13961 548.35
1276 1476 50.84
30078 30278 1198.60
8856 9055 352.89
2493 2694 99.35
20581 20582 820.14
28513 28714 1136.25
24855 25054 990.45
26791 26991 1067.63
34889 35088 1390.31
38987 39188 1553.65
31667 31668 1261.90
8189 8389 326.34
21686 21885 864.17
27993 28192 1115.52
