6400 25122
1163 1244 46.09
826 906 32.72
5144 5145 203.80
2306 2385 91.37
4988 4989 197.62
2083 2164 82.53
1186 1266 47.00
4669 4748 184.99
5183 5184 205.36
5788 5868 229.34
3036 3115 120.30
3021 3100 119.70
4170 4171 165.20
915 996 36.26
3477 3558 137.78
5048 5127 200.00
5835 5914 231.21
557 638 22.09
4477 4556 177.40
1755 1836 69.56
1292 1293 51.16
671 750 26.57
1802 1881 71.39
3829 3910 151.74
580 660 22.97
4359 4439 172.72
982 1063 38.91
6038 6039 239.23
787 867 31.19
1823 1902 72.23
1858 1939 73.62
591 670 23.40
191 271 7.56
1577 1578 62.47
168 247 6.63
4312 4392 170.87
5778 5858 228.94
3646 3725 144.46
2812 2892 111.41
2731 2810 108.19
75 76 2.96
629 630 24.91
5821 5822 230.64
1774 1855 70.29
3855 3856 152.72
1553 1633 61.53
2098 2177 83.11
2165 2166 85.75
1047 1127 41.47
5696 5775 225.68
1634 1714 64.74
4519 4600 179.07
5362 5442 212.45
3971 4052 157.36
303 304 11.99
1637 1717 64.86
1191 1272 47.21
2059 2060 81.57
2810 2891 111.34
205 206 8.10
4085 4086 161.83
654 733 25.89
4941 5022 195.80
4462 4543 176.82
4175 4254 165.41
826 827 32.70
2577 2657 102.10
5707 5787 226.13
1616 1696 64.02
1779 1859 70.48
4578 4579 181.37
2671 2750 105.82
5372 5373 212.83
572 652 22.65
3586 3665 142.09
5314 5395 210.57
6124 6204 242.66
3418 3497 135.43
4790 4871 189.82
3444 3525 136.46
3741 3821 148.24
1590 1591 62.99
1356 1357 53.72
4876 4955 193.21
2973 2974 117.77
244 325 9.66
5734 5815 227.22
615 616 24.35
5259 5339 208.39
4098 4179 162.38
1417 1498 56.16
535 616 21.21
505 585 20.00
4071 4151 161.32
4080 4160 161.67
5121 5122 202.89
2093 2174 82.93
2017 2098 79.92
3879 3880 153.68
1010 1091 40.03
3956 4036 156.75
2202 2283 87.26
2528 2529 100.15
275 354 10.88
2011 2012 79.65
5902 5983 233.88
461 540 18.26
6021 6101 238.57
5820 5821 230.60
5207 5288 206.32
5148 5149 203.96
4075 4154 161.47
4045 4125 160.28
6266 6345 248.27
3789 3869 150.13
731 810 28.94
4507 4508 178.56
660 661 26.12
1801 1881 71.36
6203 6284 245.80
1631 1711 64.62
4433 4513 175.65
1687 1766 66.82
361 440 14.29
888 968 35.17
6130 6209 242.89
4848 4928 192.10
6092 6173 241.39
116 197 4.60
2356 2435 93.34
1720 1801 68.16
3965 4045 157.11
532 611 21.07
3419 3500 135.49
5655 5736 224.09
4478 4558 177.45
69 150 2.75
3075 3155 121.84
4721 4802 187.06
3620 3701 143.44
3489 3569 138.25
5583 5662 221.22
5385 5386 213.35
2398 2477 95.02
2068 2148 81.95
6210 6289 246.06
1598 1679 63.34
4094 4095 162.19
1945 2024 77.05
715 796 28.35
743 822 29.42
116 195 4.58
5412 5492 214.45
262 342 10.37
94 174 3.71
4937 5018 195.64
978 1057 38.73
390 470 15.46
3177 3257 125.89
2220 2221 87.95
2779 2858 110.11
2230 2310 88.37
452 532 17.91
4100 4180 162.45
6332 6333 250.55
1663 1742 65.89
871 872 34.50
169 248 6.67
187 267 7.40
2708 2788 107.31
3945 4025 156.31
4703 4704 186.34
3457 3458 136.95
3512 3592 139.17
5202 5283 206.12
2462 2542 97.56
2126 2205 84.23
4830 4911 191.39
4185 4266 165.83
2895 2974 114.69
3140 3221 124.42
1160 1161 45.94
4695 4696 186.02
4633 4714 183.60
3698 3777 146.51
3919 4000 155.31
11 90 0.41
1289 1370 51.07
5934 5935 235.10
5824 5905 230.79
5631 5712 223.13
5355 5356 212.18
2478 2559 98.21
5635 5715 223.28
5317 5396 210.67
2246 2326 88.98
3696 3697 146.42
3847 3848 152.40
3648 3729 144.56
3284 3364 130.11
4014 4015 159.02
2498 2578 98.97
5475 5554 216.93
744 823 29.46
6184 6185 245.01
4770 4851 189.02
2304 2383 91.29
5084 5163 201.44
2848 2929 112.86
1952 1953 77.32
276 356 10.93
1125 1206 44.57
4422 4501 175.20
4185 4186 165.80
93 172 3.66
6273 6274 248.54
370 449 14.65
4605 4686 182.48
677 758 26.83
3303 3304 130.85
6153 6232 243.81
778 857 30.82
3458 3459 136.99
407 488 16.12
5549 5550 219.85
5352 5433 212.09
5674 5754 224.84
2623 2703 103.94
4996 5076 197.96
1632 1711 64.65
1749 1828 69.30
3803 3804 150.67
5413 5414 214.47
4105 4184 162.64
1062 1063 42.05
5063 5142 200.60
2245 2246 88.92
3341 3420 132.38
6214 6293 246.22
5792 5793 229.48
3907 3987 154.82
2122 2201 84.07
6062 6143 240.22
1809 1888 71.67
1642 1723 65.07
1558 1559 61.71
2049 2050 81.17
405 485 16.03
125 126 4.93
1484 1563 58.79
397 478 15.75
3997 4077 158.39
950 1030 37.65
3441 3521 136.33
5023 5104 199.05
3808 3809 150.87
5567 5568 220.57
3473 3554 137.62
5482 5483 217.20
2878 2879 114.03
4551 4552 180.32
1283 1364 50.83
5534 5615 219.28
5798 5879 229.75
488 568 19.32
1357 1438 53.79
3077 3156 121.91
3326 3407 131.80
6291 6370 249.27
2133 2214 84.53
4859 4939 192.54
3908 3909 154.84
5555 5635 220.11
2426 2505 96.11
3079 3158 121.99
1995 2074 79.05
1915 1916 75.87
1515 1596 60.05
4361 4441 172.80
6136 6137 243.12
3160 3240 125.21
5958 6037 236.07
3713 3794 147.13
2953 2954 117.00
412 493 16.32
3803 3883 150.69
6166 6245 244.30
2853 2934 113.06
591 672 23.42
4890 4891 193.73
122 202 4.83
2669 2749 105.75
3371 3372 133.54
4810 4890 190.58
4104 4185 162.62
1259 1338 49.88
4739 4820 187.78
3644 3645 144.37
1713 1792 67.86
1231 1310 48.76
2473 2552 97.99
966 1045 38.25
1799 1879 71.28
2452 2533 97.17
3070 3150 121.64
3221 3302 127.63
5109 5188 202.44
1967 2046 77.93
5689 5690 225.39
3612 3692 143.11
605 685 23.97
3153 3232 124.92
1082 1083 42.85
4590 4669 181.86
1559 1640 61.78
5497 5578 217.83
4055 4056 160.66
352 431 13.93
824 904 32.64
6193 6194 245.37
784 865 31.08
2570 2571 101.80
5624 5705 222.85
2146 2226 85.04
4323 4404 171.29
2340 2419 92.70
3231 3310 128.01
4114 4195 163.02
2034 2114 80.59
2820 2900 111.73
651 732 25.79
5742 5821 227.52
3044 3045 120.58
465 544 18.42
3005 3085 119.07
2902 2982 114.98
1666 1667 66.00
2716 2797 107.64
90 91 3.53
2745 2825 108.76
2518 2598 99.77
4415 4494 174.92
58 138 2.30
5283 5364 209.33
2000 2079 79.24
4493 4494 178.00
1472 1553 58.33
2325 2405 92.11
1415 1494 56.06
3273 3354 129.71
3712 3792 147.08
5903 5904 233.89
2474 2554 98.04
76 77 3.00
3005 3086 119.08
5751 5752 227.87
299 378 11.84
2253 2254 89.24
641 721 25.38
420 501 16.64
1202 1283 47.62
534 614 21.16
961 1041 38.06
2977 3057 117.95
4332 4412 171.64
3525 3526 139.64
366 447 14.51
805 806 31.86
1554 1633 61.56
3360 3440 133.14
2621 2622 103.84
3973 4054 157.44
2904 2905 115.04
4272 4353 169.28
5534 5614 219.27
1378 1457 54.58
130 210 5.15
5123 5204 202.99
3564 3565 141.20
2522 2601 99.92
1026 1107 40.67
4470 4549 177.12
1946 1947 77.08
2847 2928 112.82
3818 3898 151.29
6167 6247 244.35
3758 3839 148.93
2077 2078 82.29
1373 1454 54.40
1095 1174 43.38
5640 5641 223.46
2626 2705 104.05
4854 4855 192.32
2301 2380 91.17
1067 1147 42.27
14 15 0.52
1785 1864 70.71
6252 6253 247.70
4436 4515 175.76
584 663 23.12
3366 3447 133.37
5400 5481 213.98
5176 5256 205.10
6069 6150 240.50
2209 2290 87.54
2413 2492 95.59
831 911 32.92
797 798 31.57
5779 5860 228.99
6269 6350 248.41
387 466 15.33
5834 5913 231.17
620 700 24.57
5597 5676 221.78
2338 2339 92.61
2457 2458 97.34
645 646 25.52
3873 3952 153.45
4893 4973 193.87
2123 2203 84.12
2902 2981 114.97
6033 6114 239.06
2126 2127 84.22
4342 4422 172.04
3025 3026 119.85
2652 2731 105.06
4486 4565 177.73
2005 2084 79.42
5624 5704 222.84
1221 1302 48.38
5066 5146 200.73
1436 1516 56.91
4775 4776 189.19
917 918 36.31
2639 2719 104.58
915 995 36.25
4722 4802 187.09
3180 3259 126.00
1967 1968 77.92
5709 5790 226.22
5391 5472 213.62
4008 4088 158.80
1621 1700 64.21
3358 3439 133.08
2661 2742 105.44
2200 2281 87.18
4442 4522 176.01
3141 3142 124.43
1730 1731 68.53
6126 6205 242.73
3742 3823 148.29
340 420 13.46
200 281 7.93
6148 6149 243.60
3001 3081 118.91
4231 4311 167.66
6012 6091 238.20
4121 4122 163.27
4073 4154 161.41
6147 6226 243.57
5962 5963 236.22
5202 5203 206.09
2559 2639 101.41
199 200 7.86
2383 2462 94.42
1614 1693 63.93
5342 5421 211.67
3894 3974 154.30
4934 5014 195.51
1237 1317 49.01
1741 1822 69.00
6149 6228 243.65
731 812 28.96
3603 3683 142.75
478 558 18.95
4557 4637 180.58
804 883 31.83
5951 6031 235.80
854 855 33.82
2684 2764 106.35
2051 2052 81.25
2881 2962 114.15
6078 6158 240.85
4232 4311 167.69
5054 5135 200.26
2508 2588 99.37
3397 3398 134.58
4093 4173 162.17
5575 5576 220.89
4582 4661 181.54
1551 1630 61.44
4595 4676 182.08
1341 1421 53.14
4173 4254 165.35
3631 3711 143.87
5570 5649 220.70
432 512 17.11
3185 3265 126.21
1114 1195 44.16
2761 2841 109.40
770 849 30.50
3422 3503 135.61
5204 5283 206.18
5227 5306 207.10
1988 2067 78.77
1014 1094 40.18
3867 3948 153.23
4972 5051 196.99
2378 2457 94.22
919 1000 36.42
54 55 2.12
1795 1796 71.10
2836 2916 112.37
4657 4736 184.51
1752 1753 69.41
899 978 35.60
4785 4866 189.62
3369 3449 133.48
1421 1501 56.31
3312 3391 131.22
1701 1702 67.37
6047 6048 239.59
1503 1504 59.54
2040 2119 80.82
2253 2332 89.25
5444 5523 215.69
2999 3078 118.82
3455 3535 136.89
4016 4095 159.11
2588 2667 102.53
4618 4698 182.99
5905 5986 234.00
3060 3140 121.24
3997 4076 158.38
3279 3358 129.93
4646 4727 184.09
5332 5413 211.29
5781 5861 229.06
3461 3542 137.14
1250 1331 49.54
5907 5988 234.08
2041 2121 80.87
1573 1653 62.33
5086 5087 201.51
3678 3679 145.73
1857 1937 73.57
5857 5936 232.06
1425 1505 56.47
2279 2359 90.30
5806 5886 230.06
268 348 10.61
105 185 4.15
414 495 16.40
1016 1095 40.25
4085 4166 161.86
4805 4884 190.37
4510 4590 178.70
4530 4531 179.48
2193 2274 86.90
1433 1512 56.78
4034 4114 159.84
1935 2014 76.65
4598 4599 182.17
2506 2587 99.30
6084 6164 241.06
4716 4717 186.86
1808 1889 71.65
1341 1342 53.12
2238 2317 88.68
3826 3906 151.61
1079 1080 42.73
307 387 12.17
4444 4445 176.07
6224 6225 246.61
3276 3356 129.82
3822 3823 151.43
302 382 11.97
2765 2846 109.57
5976 6056 236.80
3440 3520 136.31
173 254 6.85
3102 3103 122.90
4576 4577 181.29
4814 4815 190.72
5270 5271 208.81
4038 4118 160.00
2182 2183 86.43
3934 3935 155.85
1673 1753 66.30
2969 3049 117.63
2739 2740 108.50
4388 4469 173.89
4859 4938 192.53
717 718 28.40
188 269 7.45
318 398 12.61
2327 2328 92.17
3826 3827 151.59
4434 4435 175.67
4884 4963 193.50
3245 3324 128.57
801 882 31.73
3933 4014 155.84
3516 3597 139.34
1199 1278 47.51
4266 4346 169.03
4754 4834 188.37
917 996 36.32
3453 3454 136.79
118 197 4.66
3064 3144 121.40
5133 5213 203.38
5240 5241 207.61
6255 6335 247.84
3406 3485 134.95
3509 3588 139.04
1565 1645 62.01
5977 5978 236.82
1838 1919 72.85
2244 2245 88.88
5956 6037 236.01
1579 1658 62.56
585 666 23.18
6018 6098 238.45
3953 3954 156.61
3383 3462 134.03
3180 3181 125.99
140 219 5.54
1810 1890 71.72
3221 3222 127.60
3107 3186 123.11
371 452 14.71
5185 5265 205.46
4514 4515 178.84
3424 3505 135.69
5452 5532 216.02
5335 5416 211.41
2270 2350 89.94
4663 4743 184.76
4012 4013 158.94
2879 2959 114.09
3534 3535 140.00
247 328 9.78
2797 2878 110.85
4886 4967 193.60
4661 4740 184.67
3345 3426 132.56
3357 3438 133.04
2890 2969 114.49
4600 4679 182.26
2815 2894 111.52
2580 2659 102.21
5218 5297 206.74
3499 3580 138.66
6260 6261 248.02
2996 3077 118.72
1862 1942 73.77
4172 4173 165.28
3736 3737 148.02
1296 1376 51.34
3375 3455 133.72
1641 1720 65.01
1525 1606 60.42
4052 4053 160.54
2958 2959 117.20
3659 3738 144.98
3551 3632 140.71
3046 3126 120.68
6214 6294 246.23
788 868 31.23
4350 4429 172.35
2753 2832 109.07
4309 4390 170.76
4218 4297 167.13
393 473 15.58
1875 1956 74.30
6106 6186 241.94
3448 3529 136.62
5682 5761 225.12
1305 1385 51.70
728 807 28.82
2672 2673 105.85
1763 1764 69.82
6098 6179 241.63
2423 2504 96.01
5736 5737 227.27
5762 5842 228.30
1208 1289 47.86
503 582 19.91
2442 2522 96.76
5339 5419 211.56
1856 1937 73.54
474 554 18.79
4588 4667 181.78
3662 3663 145.09
4236 4316 167.86
4579 4660 181.44
3482 3483 137.95
14 95 0.55
4614 4695 182.84
5676 5757 224.93
2697 2776 106.86
2342 2343 92.77
1895 1974 75.08
5251 5332 208.08
5843 5924 231.52
4904 4985 194.32
1902 1982 75.37
3249 3328 128.73
4010 4011 158.86
5915 5996 234.40
4976 5056 197.16
528 609 20.93
592 671 23.44
5426 5427 214.99
1123 1124 44.46
3387 3468 134.21
4665 4746 184.85
1842 1922 72.97
5609 5689 222.24
2585 2664 102.41
166 247 6.57
5622 5701 222.75
5166 5247 204.71
4995 5076 197.93
4568 4649 181.00
5978 6057 236.87
1288 1367 51.01
218 299 8.65
3003 3084 119.00
113 194 4.48
1944 2023 77.01
918 997 36.36
1319 1398 52.25
4022 4023 159.34
51 130 2.01
1637 1716 64.85
5576 5577 220.93
3890 3891 154.12
2307 2308 91.40
3882 3883 153.80
1640 1720 64.98
6043 6124 239.46
5086 5167 201.54
396 476 15.70
2668 2749 105.72
2467 2547 97.76
5861 5942 232.24
5883 5964 233.12
1062 1142 42.07
2195 2275 86.97
2255 2256 89.32
4332 4411 171.63
1002 1081 39.69
1980 2061 78.47
1877 1958 74.38
1162 1241 46.03
1912 1992 75.77
1366 1446 54.11
3518 3599 139.42
2448 2528 97.00
1298 1378 51.42
3630 3709 143.82
2266 2346 89.78
4290 4370 169.99
1621 1701 64.22
789 868 31.26
89 170 3.52
6098 6177 241.61
4287 4367 169.87
1938 2017 76.77
3098 3099 122.74
1733 1813 68.67
5654 5734 224.04
2463 2544 97.61
5709 5788 226.20
2657 2658 105.25
5135 5215 203.46
2813 2892 111.44
2524 2604 100.01
948 1029 37.58
3423 3502 135.63
1612 1692 63.86
5703 5782 225.96
5930 6011 234.97
5667 5746 224.55
1475 1555 58.44
657 738 26.03
5683 5764 225.18
5742 5822 227.53
3063 3143 121.36
4855 4934 192.37
3496 3575 138.52
6249 6328 247.59
6142 6221 243.37
691 772 27.39
4914 4995 194.72
4664 4743 184.79
4356 4437 172.61
1715 1794 67.94
4521 4522 179.12
1074 1153 42.54
1015 1096 40.23
3288 3368 130.27
5861 5941 232.23
2846 2925 112.76
3274 3353 129.73
1402 1482 55.55
3026 3107 119.92
5492 5573 217.63
1874 1954 74.25
4748 4829 188.14
6292 6372 249.32
5025 5106 199.13
2578 2579 102.12
2322 2403 92.00
3821 3900 151.40
2624 2625 103.96
786 867 31.16
2879 2880 114.07
3199 3200 126.75
2592 2593 102.68
4388 4467 173.87
5377 5458 213.06
1507 1508 59.70
4744 4823 187.96
5624 5703 222.83
6057 6136 240.00
2017 2096 79.90
3689 3768 146.15
116 196 4.59
5122 5202 202.94
2359 2440 93.48
1166 1245 46.19
52 133 2.07
3773 3774 149.47
4233 4313 167.74
88 89 3.45
6320 6400 250.43
1020 1021 40.40
4413 4494 174.86
5443 5444 215.64
3341 3421 132.39
2872 2953 113.82
3005 3084 119.06
1718 1799 68.08
164 243 6.47
3441 3522 136.34
5056 5136 200.33
5501 5502 217.96
4634 4635 183.61
712 713 28.20
5656 5735 224.11
6037 6116 239.20
3837 3838 152.03
3043 3124 120.57
1777 1856 70.39
6124 6203 242.65
703 783 27.86
6022 6103 238.62
2980 2981 118.05
4756 4835 188.44
2374 2455 94.08
1932 2013 76.55
6067 6147 240.41
53 54 2.08
627 708 24.86
2213 2292 87.68
2193 2272 86.88
1811 1892 71.77
542 622 21.48
6032 6112 239.01
614 694 24.33
6072 6151 240.60
4285 4364 169.78
4407 4487 174.61
2188 2189 86.67
1585 1665 62.81
4207 4208 166.68
2483 2562 98.36
3881 3960 153.77
1217 1297 48.21
3941 4020 156.14
2646 2725 104.82
4093 4172 162.16
436 517 17.28
2370 2451 93.92
6074 6153 240.68
104 183 4.10
2289 2290 90.68
254 255 10.03
1532 1533 60.67
3995 3996 158.29
448 528 17.75
779 860 30.88
735 814 29.10
4598 4678 182.19
6276 6356 248.68
2445 2524 96.87
6366 6367 250.89
4441 4442 175.95
1034 1114 40.98
4157 4158 164.71
1521 1601 60.25
4312 4313 170.85
5841 5921 231.43
5920 6000 234.58
1018 1098 40.34
1262 1343 50.02
2568 2649 101.75
124 204 4.91
5653 5732 223.99
5103 5183 202.21
4949 4950 196.09
1600 1680 63.40
2261 2342 89.59
1390 1469 55.06
284 285 11.23
1416 1496 56.11
1084 1164 42.95
3853 3933 152.66
5434 5435 215.31
5934 6015 235.13
5550 5630 219.91
4806 4887 190.43
1404 1405 55.61
4767 4847 188.89
5785 5864 229.21
6179 6258 244.82
3319 3398 131.50
5651 5730 223.91
4310 4391 170.80
4807 4888 190.47
2924 3005 115.87
1657 1658 65.64
452 453 17.89
5479 5560 217.11
4088 4168 161.97
1803 1884 71.45
5354 5433 212.15
2875 2876 113.91
1257 1336 49.80
4901 4981 194.19
1733 1814 68.68
5648 5728 223.80
2489 2490 98.59
3780 3859 149.76
2167 2168 85.83
2447 2528 96.97
1419 1498 56.22
2964 2965 117.41
1631 1712 64.63
5950 6029 235.75
794 874 31.47
6087 6088 241.16
3224 3304 127.74
4255 4336 168.60
5260 5339 208.42
4829 4910 191.35
4460 4461 176.71
699 779 27.70
2625 2704 104.01
3613 3692 143.14
1831 1832 72.54
3033 3113 120.19
91 171 3.59
1526 1605 60.44
2789 2868 110.51
6225 6305 246.67
2396 2397 94.93
3092 3172 122.52
1642 1721 65.05
1546 1627 61.26
838 918 33.20
2074 2154 82.19
2332 2411 92.38
5786 5787 229.24
4731 4812 187.46
2714 2795 107.56
2618 2699 103.75
4143 4144 164.15
4248 4249 168.29
1940 2021 76.87
3754 3755 148.74
2017 2018 79.89
4588 4668 181.79
2994 3073 118.62
2102 2183 83.29
6182 6261 244.94
2424 2425 96.02
1634 1715 64.75
5466 5546 216.58
151 231 5.99
3278 3279 129.88
2766 2845 109.59
1541 1542 61.03
3426 3506 135.76
371 451 14.70
5045 5125 199.89
4840 4920 191.78
1248 1249 49.43
3016 3095 119.50
6015 6096 238.34
1687 1688 66.81
69 149 2.74
6368 6369 250.91
3836 3915 152.00
1528 1529 60.51
6232 6233 246.93
4503 4584 178.43
5224 5225 206.97
5359 5360 212.34
1352 1353 53.56
4087 4167 161.93
4911 4992 194.60
345 426 13.67
2833 2913 112.25
2732 2812 108.24
70 150 2.78
541 621 21.44
447 528 17.72
4051 4130 160.51
3434 3513 136.07
5592 5673 221.60
3309 3390 131.12
1474 1553 58.39
6191 6192 245.29
3429 3430 135.86
809 888 32.03
568 649 22.50
933 1013 36.97
2816 2897 111.58
2096 2177 83.05
5907 5986 234.06
5619 5620 222.62
6101 6180 241.73
4374 4454 173.32
5994 6073 237.51
1405 1484 55.66
1841 1921 72.93
2241 2321 88.78
3674 3675 145.57
831 832 32.90
6105 6184 241.89
5050 5130 200.09
1533 1612 60.72
5745 5825 227.65
3398 3479 134.65
4534 4614 179.66
4462 4463 176.79
5942 6022 235.44
689 768 27.29
1974 2055 78.23
5935 6015 235.16
135 215 5.35
1269 1350 50.30
1753 1834 69.48
5000 5081 198.13
6144 6145 243.44
3741 3820 148.23
1598 1678 63.33
3143 3223 124.53
1584 1663 62.76
998 1079 39.55
5601 5681 221.92
3023 3103 119.79
431 432 17.05
2049 2130 81.20
1663 1744 65.91
809 889 32.04
2575 2656 102.03
6178 6179 244.77
1174 1175 46.50
1006 1087 39.87
1547 1627 61.29
5809 5890 230.19
4933 5014 195.48
162 163 6.38
5371 5372 212.79
1783 1862 70.63
3686 3766 146.04
4762 4842 188.69
4219 4220 167.16
2331 2332 92.33
2493 2572 98.76
1789 1869 70.88
6211 6290 246.10
2451 2531 97.12
4592 4671 181.94
1161 1162 45.98
728 808 28.83
1019 1099 40.38
3631 3710 143.86
39 118 1.53
335 416 13.27
2884 2963 114.25
3480 3481 137.87
6161 6241 244.11
651 730 25.77
5908 5987 234.10
1220 1221 48.31
2642 2723 104.68
4044 4125 160.25
5794 5874 229.58
3415 3494 135.31
3424 3503 135.67
3821 3822 151.39
192 272 7.60
5398 5479 213.90
4676 4677 185.26
3901 3982 154.59
4954 4955 196.29
5840 5920 231.41
4750 4751 188.19
5348 5427 211.91
1809 1889 71.68
5716 5795 226.48
3191 3192 126.43
6234 6313 247.02
358 439 14.19
155 156 6.13
2926 2927 115.92
6110 6111 242.08
5329 5409 211.16
2737 2817 108.44
876 956 34.72
1586 1667 62.86
5036 5117 199.57
2241 2242 88.77
3979 4059 157.67
5502 5582 218.02
3192 3273 126.50
5494 5573 217.69
5776 5857 228.87
5982 6062 237.04
3273 3274 129.68
1189 1270 47.13
4540 4541 179.88
2541 2620 100.68
5912 5913 234.25
874 875 34.62
5157 5237 204.34
3296 3297 130.57
5838 5918 231.34
2293 2372 90.85
3509 3590 139.06
3365 3446 133.33
3017 3018 119.53
3380 3381 133.90
5375 5376 212.95
2683 2762 106.30
5207 5286 206.30
1133 1214 44.89
184 265 7.29
5330 5409 211.19
3725 3806 147.61
5765 5845 228.42
1443 1523 57.16
342 422 13.54
180 261 7.13
4849 4930 192.15
1524 1525 60.35
4386 4465 173.79
2964 3043 117.42
594 673 23.52
793 794 31.41
5065 5146 200.70
754 833 29.86
5718 5719 226.55
1849 1928 73.24
4144 4223 164.20
472 553 18.72
285 366 11.30
3825 3906 151.58
2809 2810 111.27
5380 5461 213.18
219 220 8.66
3466 3467 137.31
2914 2993 115.45
2862 2942 113.41
5285 5366 209.41
4239 4240 167.96
4762 4843 188.70
533 613 21.12
4955 5036 196.36
1390 1471 55.08
703 784 27.87
3618 3699 143.36
562 563 22.23
4472 4553 177.22
4921 4922 194.97
3615 3694 143.22
1642 1643 65.04
4210 4289 166.81
308 388 12.21
5574 5575 220.85
1827 1908 72.41
2832 2912 112.21
3502 3503 138.75
1591 1671 63.05
2806 2887 111.18
2439 2518 96.63
4642 4723 183.93
216 217 8.54
2877 2958 114.02
2043 2123 80.95
4090 4171 162.06
813 894 32.21
4650 4651 184.22
884 885 34.99
4174 4255 165.39
1018 1097 40.33
1131 1210 44.79
2747 2826 108.83
2305 2385 91.34
1048 1129 41.52
4675 4755 185.24
1329 1408 52.65
1861 1940 73.72
4034 4115 159.85
3983 4062 157.82
2201 2282 87.22
5895 5975 233.59
248 329 9.82
2298 2378 91.06
6248 6328 247.56
1261 1342 49.98
2472 2553 97.97
749 830 29.68
4242 4321 168.06
5747 5748 227.71
4188 4267 165.93
181 182 7.14
6187 6268 245.16
5754 5835 228.02
331 412 13.11
952 1033 37.74
1309 1389 51.86
1460 1539 57.83
1429 1509 56.63
4483 4562 177.61
5104 5105 202.23
4092 4173 162.14
1187 1268 47.05
2002 2083 79.32
1839 1918 72.87
5941 6020 235.39
4718 4719 186.94
1762 1843 69.81
4958 5037 196.46
2263 2264 89.64
2115 2194 83.79
5730 5731 227.03
5972 6052 236.64
6280 6361 248.85
2650 2730 104.99
1012 1013 40.08
1012 1092 40.10
4036 4115 159.91
2268 2347 89.85
3991 3992 158.13
4393 4473 174.08
1117 1196 44.26
3576 3656 141.70
1683 1764 66.68
2147 2148 85.06
753 754 29.81
3748 3828 148.52
884 963 35.00
2169 2249 85.93
4577 4657 181.35
1798 1877 71.23
4197 4278 166.31
1308 1309 51.80
33 113 1.30
2366 2445 93.74
5139 5220 203.63
5976 6055 236.79
1041 1042 41.22
5517 5518 218.60
741 742 29.33
808 888 32.00
5321 5400 210.83
486 487 19.22
4585 4586 181.65
5072 5151 200.96
3407 3408 134.98
4913 4993 194.67
1068 1149 42.32
2233 2234 88.47
1949 2028 77.21
1461 1462 57.86
3577 3658 141.75
1613 1692 63.89
3410 3490 135.12
2753 2834 109.09
2402 2482 95.16
4092 4093 162.11
5139 5218 203.61
4489 4569 177.86
4584 4663 181.62
2520 2600 99.85
4858 4859 192.48
2112 2191 83.67
2144 2225 84.97
4060 4139 160.87
4253 4254 168.49
805 884 31.87
579 658 22.92
5408 5409 214.27
6277 6278 248.70
2186 2265 86.60
4777 4778 189.27
3549 3550 140.60
1581 1582 62.63
4893 4894 193.85
6019 6020 238.47
5588 5589 221.41
2952 3031 116.97
2427 2507 96.16
4145 4226 164.26
3405 3484 134.91
3136 3217 124.26
5749 5830 227.82
5938 6017 235.27
3008 3089 119.20
2401 2481 95.12
3776 3856 149.61
4747 4826 188.08
1656 1736 65.62
1412 1493 55.96
2181 2261 86.41
5770 5850 228.62
395 476 15.67
1986 2065 78.69
5590 5671 221.52
3816 3897 151.22
1569 1650 62.18
97 176 3.82
3923 4003 155.43
5637 5717 223.36
2345 2346 92.89
6235 6314 247.06
5359 5440 212.37
610 689 24.16
120 200 4.75
4401 4481 174.37
5262 5342 208.51
5855 5936 232.00
4578 4658 181.39
438 518 17.35
3055 3135 121.04
1417 1496 56.14
4098 4177 162.36
4593 4594 181.97
1726 1806 68.39
1044 1125 41.36
1095 1176 43.40
4821 4822 191.00
2394 2395 94.85
2466 2547 97.73
4819 4820 190.92
5894 5973 233.54
4798 4799 190.11
1798 1799 71.22
4913 4992 194.66
119 200 4.72
2412 2413 95.54
1508 1589 59.77
5633 5712 223.19
2959 3040 117.27
2001 2081 79.27
1566 1646 62.05
5897 5898 233.65
4469 4548 177.08
392 393 15.52
5867 5868 232.45
327 328 12.92
3012 3093 119.36
1255 1334 49.72
267 348 10.58
844 924 33.44
833 913 33.00
6182 6262 244.95
6263 6264 248.14
2185 2265 86.57
4589 4670 181.84
883 963 34.97
696 697 27.56
6066 6067 240.35
1871 1952 74.14
4180 4261 165.63
2904 2984 115.06
5248 5329 207.96
4638 4718 183.79
6286 6366 249.08
1379 1459 54.63
3925 4004 155.50
2448 2527 96.99
1965 2044 77.85
2955 3034 117.09
6031 6110 238.96
2173 2174 86.07
1408 1488 55.79
2527 2607 100.13
4881 4962 193.40
5221 5301 206.87
782 783 30.97
4097 4098 162.31
1478 1479 58.54
1049 1129 41.55
6223 6224 246.57
3035 3115 120.27
5959 5960 236.10
991 992 39.24
2746 2827 108.81
1804 1883 71.47
3557 3637 140.94
5288 5289 209.50
4014 4093 159.03
1541 1620 61.04
4049 4130 160.45
2595 2596 102.80
2925 3005 115.90
4701 4781 186.28
3995 4076 158.32
5396 5397 213.79
2685 2765 106.39
5856 5937 232.04
5278 5358 209.15
4271 4352 169.24
6256 6336 247.88
5473 5554 216.87
1418 1499 56.20
1099 1178 43.54
5719 5720 226.59
2093 2172 82.91
349 350 13.80
1384 1385 54.81
2104 2183 83.35
1264 1265 50.07
4899 4979 194.11
376 377 14.88
